material_id,formula_pretty,theo_energy_vol,max_electronegativity,exp_energy_vol,crystal_system_Hexagonal,theoretical_False,atomic_weight_ion,energy_grav,ionic_radius_ion,avg_atomic_number,energy_vol,min_atomic_number,min_covalent_radius,crystal_system_Cubic,min_electronegativity,max_atomic_mass,nelements,max_covalent_radius,is_metal_False,stability_discharge,avg_atomic_mass
mp-765340,CoNi(PO4)2,1.1297239332101905,-0.0827529746914719,0.0,0,0,-0.7034641555777603,1.285478816222862,-0.0131492908306707,-0.0703471579316378,1.1297239332101905,0.4417349988383212,0.3820071422726114,0,1.2418747211282195,-0.5407211013175413,0.6657926694244705,-0.4944119784397246,0,-0.7159512860647302,-0.1660647096942959
mp-1101381,SbOF3,-0.0440214926966169,1.7241174339768628,-0.0,0,0,1.4429944633676537,-0.1496612093729188,-0.6780932454973677,0.3064784344096523,-0.0440214926966169,0.4417349988383212,-1.5543553622991026,0,1.6687620382347232,0.8834487840511414,-0.6561991151099974,0.0469465486083014,1,2.4912179897649747,0.3601488025161521
mp-705347,Co6P7O24,-0.3437379622208359,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.4172445273058002,-0.0131492908306707,-0.4075068984475287,-0.3437379622208359,0.4417349988383212,0.3820071422726114,0,1.2418747211282195,-0.5407211013175413,-0.6561991151099974,-0.4944119784397246,0,-0.7328957366922757,-0.4432188194029752
mp-1078392,YSb(PbO3)2,-0.0,-0.0827529746914719,-1.127798628527929,0,1,1.4429944633676537,-1.007492769981858,-0.6780932454973677,2.9640905067113814,-1.127798628527929,0.4417349988383212,0.3820071422726114,0,-0.4154525099911477,2.8156850543444523,0.6657926694244705,0.5496366094386114,1,2.8236535776094827,3.022027532285073
mp-1442954,CrS2,5.563906797331876,-2.960361403311412,0.0,0,0,-0.7034641555777603,7.473805207152437,-0.0131492908306707,-0.0108483801935394,5.563906797331876,3.2133267046969745,3.571310090978964,0,0.6894323107550971,-0.6979746223395503,-1.9781908996444653,-0.6104173770928731,0,-0.3738540445218389,-0.1242025360718234
mp-752512,Li6CuO4,-0.29702028004547,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.2574439680648565,-0.0131492908306707,-0.8041654167015182,-0.29702028004547,-1.2905098173233371,-0.9848369786015396,0,-1.0181169576709177,-0.4360663883300605,-0.6561991151099974,-0.8810966406168861,1,-0.0412766299028486,-0.7490261885361302
mp-758888,Li6Fe7O15,-1.4588417802701308,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-1.5990170216782542,-0.0131492908306707,-0.923162972177715,-1.4588417802701308,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,-0.6108381110419495,-0.6561991151099974,-0.4170750460042923,0,4.5066624912040725,-0.8708312545411819
mp-765584,Sb(PO3)4,-0.082361128283713,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,0.019302882476416,-0.0131492908306707,0.544473545362046,-0.082361128283713,0.4417349988383212,0.3820071422726114,0,1.6687620382347232,0.8834487840511414,-0.6561991151099974,0.0469465486083014,1,-0.4335473594929199,0.5493393827937636
mp-861533,Na2Li2CoO4,0.0785442673324765,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.2845680708489434,-0.0131492908306707,-0.9330794351340648,0.0785442673324765,-1.2905098173233371,0.3820071422726114,0,-1.1436720509375362,-0.5407211013175413,0.6657926694244705,0.8589843391803406,1,-0.8495120225712817,-0.8731619893447339
mp-25426,MnPO4F,1.3105215173673863,1.7241174339768628,0.0,0,0,-0.7034641555777603,1.9630159688299036,-0.0131492908306707,-0.6950843241816712,1.3105215173673863,0.4417349988383212,-1.5543553622991026,0,0.4132111055685362,-0.6312839090986572,0.6657926694244705,-0.3010696473511439,0,-0.4339607371071513,-0.6837332405882851
mp-775959,LiLa7(CuO7)2,-0.4520291803204722,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.609992970124978,-0.0131492908306707,0.4948912305802971,-0.4520291803204722,-1.2905098173233371,-0.9848369786015396,0,-1.0181169576709177,1.2721061863542142,0.6657926694244705,1.3616744000106504,1,-0.5836833005984644,0.5549969674373775
mp-559702,Pr2Ta2Cl2O7,-0.0,-0.0827529746914719,-0.5117867648457516,0,1,-0.7034641555777603,-0.64756204553838,-0.0131492908306707,2.2798545627232496,-0.5117867648457516,0.4417349988383212,0.3820071422726114,0,-0.6414516778710617,2.225131176619108,0.6657926694244705,1.3230059337929343,1,-0.5207402934863737,2.3068341578217053
mp-763316,Mn3O5F,-0.3722156253733312,1.7241174339768628,-0.0,0,0,1.4429944633676537,-0.4899981400691176,-0.6780932454973677,-0.7248337130507204,-0.3722156253733312,0.4417349988383212,-1.5543553622991026,0,0.4132111055685362,-0.6312839090986572,-0.6561991151099974,-0.3010696473511439,0,0.6824518612616925,-0.6955260675729452
mp-640073,FeCuS2,-0.0,-2.960361403311412,-1.0173106928415223,0,1,1.4429944633676537,-1.1190662028486302,-0.6780932454973677,0.4254759898858491,-1.0173106928415223,3.2133267046969745,-0.9848369786015396,0,1.1163196278616012,-0.4360663883300605,-0.6561991151099974,-0.4170750460042923,0,2.266097196752592,0.2764587193048463
mp-780611,LiV2CrO6,0.6016248267234314,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.5743394136367639,-0.0131492908306707,-0.665334935312622,0.6016248267234314,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,-0.6979746223395503,0.6657926694244705,-0.6104173770928731,1,-0.8384025701519782,-0.6241661219294274
mp-758436,LiFeSiO4,-0.4488965522095398,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.4807864590636755,-0.0131492908306707,-0.8735806573959665,-0.4488965522095398,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,-0.6108381110419495,0.6657926694244705,0.201620413479166,1,-0.0543189871173545,-0.8494403259587123
mp-1177772,Li3Cr2Fe3O10,0.2745834783732227,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.1907696968713594,-0.0131492908306707,-0.5760867687054744,0.2745834783732227,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,-0.6108381110419495,0.6657926694244705,-0.4170750460042923,1,-0.5061086908077053,-0.5661250600786738
mp-753694,LiVF6,0.2231934268131937,1.7241174339768628,0.0,0,0,-0.7034641555777603,0.7597215067201736,-0.0131492908306707,-1.0024946758285131,0.2231934268131937,-1.2905098173233371,-1.5543553622991026,0,-1.0181169576709177,-0.721878225659873,-0.6561991151099974,-0.8810966406168861,1,-0.172190639612552,-0.9008337987624772
mp-758477,Mn3Cu3(TeO8)2,0.642600609187127,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.3815322888275306,-0.0131492908306707,1.0006308413541336,0.642600609187127,0.4417349988383212,-0.9848369786015396,0,0.4132111055685362,1.0158309968445824,0.6657926694244705,0.0469465486083014,0,-0.594573009321532,0.9890464764483412
mp-25974,Li3MoP2O9,-0.1576990147991723,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.0911797049063841,-0.0131492908306707,-0.3678410466221299,-0.1576990147991723,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,0.2983828744280728,0.6657926694244705,0.1629519472614499,1,-0.4443473782250969,-0.3399590960418331
mp-796324,FeO2,-0.0,-0.0827529746914719,-0.2882472892821432,0,1,-0.7034641555777603,-0.3666880698200304,-0.0131492908306707,-0.3678410466221299,-0.2882472892821432,0.4417349988383212,0.3820071422726114,0,1.1163196278616012,-0.6108381110419495,-1.9781908996444653,-0.4170750460042923,1,0.5966360569764046,-0.413951668765164
mp-770710,Li3Mn7O16,-0.3837046916199232,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.4796588544053977,-0.0131492908306707,-0.962828824003114,-0.3837046916199232,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,-0.6312839090986572,-0.6561991151099974,-0.3010696473511439,0,-0.5950282618304701,-0.8850807094483049
mp-540199,LiNi2(PO4)3,1.3022596739082783,-0.0827529746914719,0.0,0,0,-0.7034641555777603,1.9344547733823976,-0.0131492908306707,-0.7843324907888188,1.3022596739082783,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,-0.546165773182414,0.6657926694244705,-0.8810966406168861,0,-0.3667102673878715,-0.7814076703755122
mp-504398,Mn4(PO4)3,-0.2711435664334775,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.2714309414883567,-0.0131492908306707,-0.4868386020983267,-0.2711435664334775,0.4417349988383212,0.3820071422726114,0,0.4132111055685362,-0.6312839090986572,-0.6561991151099974,-0.3010696473511439,1,-0.4576862290225217,-0.506335487295334
mp-755923,Fe6O7F5,-0.3126393553000662,1.7241174339768628,-0.0,0,0,1.4429944633676537,-0.4184937051899495,-0.6780932454973677,-0.6851678612253214,-0.3126393553000662,0.4417349988383212,-1.5543553622991026,0,1.1163196278616012,-0.6108381110419495,-0.6561991151099974,-0.4170750460042923,1,0.7171290052086196,-0.6812766126658225
mp-767740,V(PO3)3,-0.2125313477569697,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.1598986942238165,-0.0131492908306707,-0.5661703057491245,-0.2125313477569697,0.4417349988383212,0.3820071422726114,0,0.6140992547951258,-0.721878225659873,-0.6561991151099974,-0.9584335730523184,1,-0.6879750746541226,-0.5694741148558823
mp-1044853,TiO2,-0.605789276302736,-0.0827529746914719,-0.0,0,0,1.4429944633676537,-0.7209717661486509,-0.6780932454973677,-0.6058361575745236,-0.605789276302736,0.4417349988383212,0.3820071422726114,0,0.3881000869152124,-0.7915715669669681,-1.9781908996444653,-0.6877543095283054,1,-0.5987674237580931,-0.6028917059749459
mp-761526,FeCoO4,-0.2552219659653176,-0.0827529746914719,-0.0,0,0,1.4429944633676537,-0.3985500761936639,-0.6780932454973677,0.0288174716318589,-0.2552219659653176,0.4417349988383212,0.3820071422726114,0,1.1163196278616012,-0.5407211013175413,-0.6561991151099974,-0.4170750460042923,0,1.7886555222565186,-0.0503739736328936
mp-1192779,Cu2H4CO5,-0.0,-0.0827529746914719,-0.4152450685454865,0,1,-0.7034641555777603,-0.4625009309993436,-0.0131492908306707,-1.081826379479311,-0.4152450685454865,-1.983407743788,-3.2629105133917915,0,1.292096758434867,-0.4360663883300605,0.6657926694244705,-1.34511823522948,0,0.9141846294640428,-1.0195408636599308
mp-763201,V6O7F5,-0.3639767393651257,1.7241174339768628,-0.0,0,0,-0.7034641555777603,-0.4625585193466908,-0.0131492908306707,-0.8041654167015182,-0.3639767393651257,0.4417349988383212,-1.5543553622991026,0,0.6140992547951258,-0.721878225659873,-0.6561991151099974,-0.9971020392700346,0,-0.0645969447498517,-0.7586646951334938
mp-584727,Co(PO3)4,0.0652298535523864,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.2486082779669577,-0.0131492908306707,-0.4075068984475287,0.0652298535523864,0.4417349988383212,0.3820071422726114,0,1.2418747211282195,-0.5407211013175413,-0.6561991151099974,-0.4944119784397246,1,-0.5805773555598714,-0.4432188194029752
mp-766455,LiMn2(PO4)2,0.0175163464051725,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.2092564133150904,-0.0131492908306707,-0.8735806573959665,0.0175163464051725,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,-0.6312839090986572,0.6657926694244705,-0.3010696473511439,0,-0.7534324661260461,-0.8258992219948049
mp-764378,LiCo3Sb(PO4)6,0.4837193711872088,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.7317669832785625,-0.0131492908306707,0.0843496641874181,0.4837193711872088,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,0.8834487840511414,1.9877844539589384,0.0469465486083014,0,-0.0542394735033297,0.1080418277839438
mp-1104976,MnRe2(HO5)2,-0.0,-0.0827529746914719,-0.1185285868975847,0,1,1.4429944633676537,-0.2140138230285792,-0.6780932454973677,0.8518838970088877,-0.1185285868975847,-1.983407743788,-3.2629105133917915,0,0.4132111055685362,2.344345439513284,0.6657926694244705,0.4722996770031791,1,-0.2763243243496084,0.942421677350104
mp-1178537,Co2C2O7,0.0118504006971051,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.2147382506024087,-0.0131492908306707,-0.7644995648761195,0.0118504006971051,-0.2511629276263421,0.3820071422726114,0,1.2418747211282195,-0.5407211013175413,-0.6561991151099974,-0.4944119784397246,1,0.0017319334075117,-0.7427986478138823
mp-774339,Fe3Ni2Sb(PO4)6,-0.5382665659974042,-0.0827529746914719,-0.0,0,0,1.4429944633676537,-0.6438375841803899,-0.6780932454973677,0.655537930473163,-0.5382665659974042,0.4417349988383212,0.3820071422726114,0,1.1163196278616012,0.8834487840511414,1.9877844539589384,0.0469465486083014,1,-0.1106154547668638,0.5687191090977948
mp-31745,Cr(PO3)4,-0.1054656624216698,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,0.1669208742666543,-0.0131492908306707,-0.5265044539237258,-0.1054656624216698,0.4417349988383212,0.3820071422726114,0,0.6894323107550971,-0.6979746223395503,-0.6561991151099974,-0.6104173770928731,0,-0.4639642415217438,-0.5528147838439076
mp-1078758,Sr2NiRuO6,-1.0256614335857324,-0.0827529746914719,-0.0,0,0,1.4429944633676537,-1.0758342583860212,-0.6780932454973677,1.1196283968303304,-1.0256614335857324,0.4417349988383212,0.3820071422726114,1,-1.0934500136308891,0.4151240381072203,0.6657926694244705,1.709690595970096,0,2.695030076624541,1.0047455854224707
mp-777401,Mn3(O2F)2,-0.22876460530015,1.7241174339768628,-0.0,0,0,1.4429944633676537,-0.3390745293403593,-0.6780932454973677,-0.7248337130507204,-0.22876460530015,0.4417349988383212,-1.5543553622991026,0,0.4132111055685362,-0.6312839090986572,-0.6561991151099974,-0.3010696473511439,1,0.2101597641299207,-0.6955260675729452
mp-753178,LiFe2(CO3)3,-0.0906432725650272,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,0.0327751281234172,-0.0131492908306707,-1.1115757683483602,-0.0906432725650272,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,-0.6108381110419495,0.6657926694244705,-0.4170750460042923,1,0.0711470299744328,-1.039897002122643
mp-754012,Mn(CO3)2,0.4866788103358822,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.791443707430044,-0.0131492908306707,-0.8438312685269173,0.4866788103358822,-0.2511629276263421,0.3820071422726114,0,0.4132111055685362,-0.6312839090986572,-0.6561991151099974,-0.3010696473511439,1,-0.8495120225712817,-0.8059153157062408
mp-781825,Li9Cu2(HO2)4,-0.2918843423189888,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.1943577239573605,-0.0131492908306707,-1.171074546086459,-0.2918843423189888,-1.983407743788,-3.2629105133917915,0,-1.0181169576709177,-0.4360663883300605,0.6657926694244705,-0.8810966406168861,0,-0.5098597479505869,-1.0789149089664791
mp-505436,CuP4O11,-0.0,-0.0827529746914719,-0.3958651482743972,0,1,-0.7034641555777603,-0.4106015959561381,-0.0131492908306707,-0.3281751947967311,-0.3958651482743972,0.4417349988383212,-0.9848369786015396,0,1.292096758434867,-0.4360663883300605,-0.6561991151099974,-0.9584335730523184,1,-0.1018268323572147,-0.370280966383159
mp-780467,V6O5F19,1.500036797374328,1.7241174339768628,0.0,0,0,-0.7034641555777603,2.228128071157324,-0.0131492908306707,-0.8041654167015182,1.500036797374328,0.4417349988383212,-1.5543553622991026,0,0.6140992547951258,-0.721878225659873,-0.6561991151099974,-0.9971020392700346,1,-0.1580783233188582,-0.7586646951334938
mp-761188,LiV3(CoO6)2,0.1856085138536061,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.3279239086495552,-0.0131492908306707,-0.5760867687054744,0.1856085138536061,-1.2905098173233371,0.3820071422726114,0,-1.0181169576709177,-0.5407211013175413,0.6657926694244705,-0.4944119784397246,1,-0.0776506788585597,-0.5419691485987282
mp-759725,VOF3,0.9829953171451824,1.7241174339768628,0.0,0,0,-0.7034641555777603,1.3847818397451543,-0.0131492908306707,-0.8041654167015182,0.9829953171451824,0.4417349988383212,-1.5543553622991026,0,0.6140992547951258,-0.721878225659873,-0.6561991151099974,-0.9971020392700346,1,-0.602331909850754,-0.7586646951334938
mp-1178297,Fe3Sb(PO4)4,0.2178292110643322,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.2607612273259422,-0.0131492908306707,0.5841393971874448,0.2178292110643322,0.4417349988383212,0.3820071422726114,0,1.1163196278616012,0.8834487840511414,0.6657926694244705,0.0469465486083014,0,-0.0279905505560405,0.5445494815143077
mp-1276433,TiVO4,0.5738409165130923,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.540119327101177,-0.0131492908306707,-0.2885093429713319,0.5738409165130923,0.4417349988383212,0.3820071422726114,0,0.3881000869152124,-0.721878225659873,-0.6561991151099974,-0.6877543095283054,1,-0.5861913243341877,-0.3025892938923218
mp-768883,Sn2(SO4)3,-0.3143447516165443,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.3306465941782082,-0.0131492908306707,0.544473545362046,-0.3143447516165443,0.4417349988383212,0.3820071422726114,0,1.44276287035481,0.814310813328539,-0.6561991151099974,0.4722996770031791,0,-0.0697529793905469,0.5184732207486064
mp-772437,V3Bi2(PO4)6,0.088756936402385,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.0583815901116432,-0.0131492908306707,1.4468716743898715,0.088756936402385,0.4417349988383212,0.3820071422726114,0,0.6140992547951258,2.860577132121187,0.6657926694244705,0.0856150148260176,1,-0.0281644874272812,1.5199604215105411
mp-758450,LiCu3(CO3)3,-0.1658482800847057,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.1882663643518712,-0.0131492908306707,-1.0223276017412126,-0.1658482800847057,-1.2905098173233371,-0.9848369786015396,0,-1.0181169576709177,-0.4360663883300605,0.6657926694244705,-0.8810966406168861,0,-0.2335184769188487,-0.9485432026188538
mp-1044440,Pr(SbO3)2,-0.5409418558726511,-0.0827529746914719,-0.0,0,0,1.4429944633676537,-0.6624306261806586,-0.6780932454973677,2.2897710256796,-0.5409418558726511,0.4417349988383212,0.3820071422726114,0,-0.6414516778710617,1.3174915238827274,-0.6561991151099974,1.3230059337929343,0,1.527098836747606,2.2861105503790613
mp-1048131,Ba2YNi3O8,-0.6638973544841262,-0.0827529746914719,-0.0,0,0,1.4429944633676537,-0.7581662320487373,-0.6780932454973677,1.5063704521279702,-0.6638973544841262,0.4417349988383212,0.3820071422726114,0,-1.2441161255508313,1.2363924575432446,0.6657926694244705,2.444391454106703,0,1.6516238338307188,1.4492610880912422
mp-756542,MnVO4,0.5206113583978542,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.5530595616679987,-0.0131492908306707,-0.169511787495135,0.5206113583978542,0.4417349988383212,0.3820071422726114,0,0.4132111055685362,-0.6312839090986572,-0.6561991151099974,-0.3010696473511439,1,-0.6435509620860362,-0.1908787239929236
mp-704959,CrP2O7,0.2960828130058745,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.5978935982929257,-0.0131492908306707,-0.5265044539237258,0.2960828130058745,0.4417349988383212,0.3820071422726114,0,0.6894323107550971,-0.6979746223395503,-0.6561991151099974,-0.6104173770928731,1,-0.4160579399160525,-0.5528147838439076
mp-1101496,Ni(PO3)3,0.2439304568313943,-0.0827529746914719,0.0,0,0,-0.7034641555777603,0.5138088633538581,-0.0131492908306707,-0.3678410466221299,0.2439304568313943,0.4417349988383212,0.3820071422726114,0,1.317207777088191,-0.546165773182414,-0.6561991151099974,-0.9584335730523184,0,-0.8400963859663939,-0.44701341846961
mp-754713,Al2CrO5,-0.3743525248632364,-0.0827529746914719,-0.0,0,0,1.4429944633676537,-0.4613522100809342,-0.6780932454973677,-0.6058361575745236,-0.3743525248632364,0.4417349988383212,0.3820071422726114,0,0.5638772174884789,-0.6979746223395503,-0.6561991151099974,-0.6104173770928731,1,0.6172024291379347,-0.6158852258448092
mp-1104227,FeSeO5,0.0148318115488265,-0.0827529746914719,0.0,0,0,1.4429944633676537,-0.0228138615292228,-0.6780932454973677,0.3064784344096523,0.0148318115488265,0.4417349988383212,0.3820071422726114,0,1.1163196278616012,-0.0865229429062822,-0.6561991151099974,-0.4170750460042923,1,0.1620926745714968,0.2661740113970264
mp-26950,Sn2(PO3)5,-0.2875383953796786,-0.0827529746914719,-0.0,0,0,-0.7034641555777603,-0.2941410152446659,-0.0131492908306707,0.5048076935366463,-0.2875383953796786,0.4417349988383212,0.3820071422726114,0,1.44276287035481,0.814310813328539,-0.6561991151099974,0.4722996770031791,1,-0.8495120225712817,0.5011544993546702
mp-628568,FeCu2SnS4,-0.0,-2.960361403311412,-0.8984965287336757,0,1,1.4429944633676537,-1.046514346586909,-0.6780932454973677,1.208876563437478,-0.8984965287336757,3.2133267046969745,-0.9848369786015396,0,1.1163196278616012,0.814310813328539,0.6657926694244705,0.4722996770031791,0,1.5471534064722146,1.0848193827047807
mp-1044794,BiPO4,-0.6532081707342557,-0.0827529746914719,-0.0,0,0,1.4429944633676537,-0.7579688534848995,-0.6780932454973677,1.8137808037748124,-0.6532081707342557,0.4417349988383212,0.3820071422726114,0,1.5934289822747525,2.860577132121187,-0.6561991151099974,0.0856150148260176,1,0.6718658482570861,1.927275385256413
mp-1370177,V4O9,-0.0974268845845917,-0.0827529746914719,-0.0,0,0,1.4429944633676537,-0.1185925196445457,-0.6780932454973677,-0.5463373798364252,-0.0974268845845917,0.4417349988383212,0.3820071422726114,0,0.6140992547951258,-0.721878225659873,-1.9781908996444653,-0.9971020392700346,1,0.1247697209582819,-0.5300337924666711
