material_id,energy_above_hull,elements,density,formula_pretty,nelements,volume,band_gap,is_metal,total_magnetization,theoretical,battery_type,working_ion,average_voltage,theoretical_capacity_grav,theoretical_capacity_vol,energy_grav,energy_vol,num_steps,max_voltage_step,stability_charge,stability_discharge,e_fermi,nsites,crystal_system
mp-1016331,0.181676066875,"['Mg', 'Nb']",2.530843294139372,Mg7Nb,2.0,172.58693520608082,0.0,True,0.0015821,True,insertion,Mg,-1.2714489955281691,2049.246252325041,3682.524990506049,-2605.512089108538,-4682.142700186296,1.0,0.0,0.181676066875,0.013537042166666,3.57756507,8,Hexagonal
mp-1019601,0.045055598958333,"['Ce', 'O', 'Zr']",5.959605620009455,CeZr7O16,3.0,288.29378518644137,2.1576,False,0.002253,True,insertion,Mg,-2.01710150749999,50.61756847274629,283.45222010213496,-102.1007736723605,-571.7519004722353,1.0,0.0,0.045055598958333,0.143757079750011,3.2081213,24,Tetragonal
mp-102,0.0,['Co'],9.026471225712273,Co,1.0,10.841542632772711,0.0,True,1.837999599999999,False,insertion,Na,-0.8819979084482751,628.6385461641345,1355.5764220909682,-554.4578828867316,-1195.6155690260312,1.0,0.0,0.0,0.661498431336206,5.53986296,1,Cubic
mp-1021489,0.114257801249999,"['Ir', 'O']",7.321746567413168,IrO3,2.0,54.47972288011905,0.0,True,0.0009396,True,insertion,Ca,0.236265265,191.23889659373748,1440.4589888927037,45.18310858202708,340.3304247323675,1.0,0.0,0.114257801249999,0.306552834000003,1.95628852,4,Cubic
mp-1021672,0.167988803229167,"['C', 'Cu', 'N', 'O', 'Sr']",4.285351140024503,Sr2CuC(NO)2,5.0,120.43594651476371,0.0,True,0.006971799999999,True,insertion,Mg,-2.665979037499997,159.95445814312023,590.7051246280752,-426.4352323642293,-1574.8074796022715,1.0,0.0,0.167988803229167,0.78857264111111,2.86541012,8,Tetragonal
mp-1022721,0.074061238,"['Al', 'Cu']",5.581466500966712,AlCu,2.0,26.932798830272144,0.0,True,0.0002755,True,insertion,Al,-0.013976348999999,1112.936545960678,4418.979753458019,-15.554789581200644,-61.76120325826192,1.0,0.0,0.074061238,0.096245834999999,9.0221438,2,Cubic
mp-1025280,0.027470969999982,"['Cu', 'F', 'O', 'Sr']",4.931293309587092,Sr2Cu(OF)2,4.0,103.97757510750009,0.0,True,0.000722099999999,True,insertion,Mg,-2.183386677499999,160.92800268995677,671.993991919539,-351.3680571099356,-1467.2227293171634,1.0,0.0,0.027470969999982,0.742168535,1.95712789,7,Tetragonal
mp-1025467,0.0,"['Cu', 'Hg', 'S', 'Sn']",5.4569792595300814,Cu2SnHgS4,4.0,174.86452674954742,0.0,True,0.0001098,False,insertion,Mg,-0.9700168224999992,89.49384061080809,432.4752961102737,-86.81053090261743,-419.50831254263386,1.0,0.0,0.0,0.209477641944446,4.33187316,8,Tetragonal
mp-1025500,0.002763122499999,"['Cu', 'S', 'Sn', 'Zn']",4.643424525032392,ZnCu2SnS4,4.0,157.15960498629568,0.0,True,0.0,False,insertion,Mg,-1.1972118074999991,115.57942258919778,476.19627197000096,-138.37304942781975,-570.1077994899663,1.0,0.0,0.002763122499999,0.236096013472222,4.70473245,8,Tetragonal
mp-10335,0.0184028185,"['Ba', 'Cu', 'O', 'Te']",6.81517908227798,Ba2CuTeO6,4.0,136.88339784072446,0.0,True,0.8845678,False,insertion,Mg,-0.6922040625000021,91.45680643439476,476.7866420168674,-63.30677295716445,-330.03365054981015,1.0,0.0,0.0184028185,0.280332075000012,3.83223411,10,Tetragonal
mp-10350,0.0,"['B', 'Ba', 'Cu', 'Nd', 'O']",6.126591975839927,BaNdCuBO5,5.0,236.30337204893848,0.0,True,0.0125822,False,insertion,Mg,-2.767430332500001,59.81465432804046,328.82189886027805,-165.53288871542162,-909.991696896181,1.0,0.0,0.0,0.378273116263167,3.45778895,18,Tetragonal
mp-1038715,0.041189368333334,"['Ce', 'Mg']",5.547499839476751,CeMg,2.0,49.21631397382627,0.0,True,0.0,True,insertion,Mg,-0.025806178571428,1486.9325430217475,3290.91119917194,-38.372046728887554,-84.92584206854508,1.0,0.0,0.041189368333334,0.074557085312499,6.23429768,2,Hexagonal
mp-1038829,0.0553051475,"['Cd', 'Mg']",5.294064061719,MgCd,2.0,42.88241630298117,0.0,True,0.0,True,insertion,Mg,0.000989236071429,1573.2987384749006,3523.8145603279245,1.5563638632334271,3.48588447210381,1.0,0.0,0.0553051475,0.010228627812499,3.31513193,2,Hexagonal
mp-1038949,0.069256505,"['Ce', 'Mg']",2.78786420974778,CeMg5,2.0,155.84155799453262,0.0,True,1.3551586,True,insertion,Mg,-0.059642919999999,345.54578254850287,865.0462359159982,-20.609359464877425,-51.59388344503819,1.0,0.0,0.069256505,0.08849697,4.00503065,6,Hexagonal
mp-1038961,0.135871751249999,"['Ca', 'Mg']",1.631883430354595,CaMg,2.0,65.51355622934754,0.0,True,0.0052422,True,insertion,Mg,-0.009719396517857,1854.5308500621247,3299.6649409236165,-18.024920686352655,-32.07075193690864,1.0,0.0,0.135871751249999,0.045008384687499,2.37665474,2,Hexagonal
mp-1039074,0.156762659999996,"['Bi', 'Mg']",6.887500884946844,MgBi,2.0,56.24384328052211,0.0,True,0.0003207,True,insertion,Mg,-1.270648180236486,2071.1115843759057,3803.179129393495,-2631.654165753951,-4832.502639877229,1.0,0.0,0.156762659999996,0.005512710616666,5.12161693,2,Hexagonal
mp-1039124,0.0156724575,"['Cd', 'Mg']",5.388422913560682,MgCd,2.0,42.13148497642119,0.0,True,3e-07,True,insertion,Mg,0.010431084999999,578.4721225378822,2081.181303232413,6.034091880322812,21.70897907442717,1.0,0.0,0.0156724575,0.017591733749999,3.39837739,2,Tetragonal
mp-1039147,0.02615939,"['Ca', 'Zn']",3.606113420122543,CaZn,2.0,48.5745355487132,0.0,True,1.6e-06,True,insertion,Ca,-5.79252408,577.4843359644885,1358.3242411071574,-3345.09192189711,-7868.125875060935,1.0,0.0,0.02615939,0.12952229125,2.22906913,2,Cubic
mp-1039148,0.015577142499999,"['Ca', 'Mg']",1.711770709046898,CaMg,2.0,62.45607914029754,0.0,True,3e-07,True,insertion,Ca,-0.035669575,741.7093281498803,1203.353272584044,-26.45645650864177,-42.92309980793202,1.0,0.0,0.015577142499999,0.043458146249999,2.07399615,2,Cubic
mp-1039273,0.0470831325,"['Ca', 'Mg']",1.754477517636203,CaMg5,2.0,152.95043229810292,0.0,True,0.0,True,insertion,Mg,-0.004663919027777,2108.091788543948,3788.7637534634687,-9.831969404892128,-17.670487361532885,1.0,0.0,0.0470831325,0.010838049833333,3.16182054,6,Hexagonal
mp-1039305,0.071178874999997,"['Bi', 'Mg']",6.877108466466584,MgBi,2.0,56.328836786028006,0.0,True,0.0018899,True,insertion,Mg,-1.2957925149999991,648.7393221499894,2429.097460016486,-840.6315578281299,-3147.606306894874,1.0,0.0,0.071178874999997,0.083708645416665,4.85196552,2,Trigonal
mp-1039340,0.038685292499999,"['Ca', 'Mg']",1.682629506522003,Ca2Mg,2.0,206.17916303749757,0.0,True,0.001488,True,insertion,Ca,-0.030689121249998,370.85466407494016,604.4989567560722,-11.381203751923366,-18.55154177938481,1.0,0.0,0.038685292499999,0.044358529999999,2.08242972,6,Orthorhombic
mp-1039350,0.047775612499999,"['Ca', 'Mg']",1.696060312384117,CaMg,2.0,126.06920413578273,0.0,True,0.0,True,insertion,Ca,-0.082709516249999,513.1385138063754,832.0874156778802,-42.441438246169255,-68.82154762843014,1.0,0.0,0.047775612499999,0.086990085833332,2.48281831,4,Monoclinic
mp-1039393,0.066822383333333,"['Ca', 'Mg']",1.747231997592546,CaMg2,2.0,168.57508235574358,0.0,True,0.000429199999999,True,insertion,Mg,-0.0119418925,474.39188525596967,833.4720495478576,-5.665136896599281,-9.953233617455464,1.0,0.0,0.066822383333333,0.05608773375,2.8985323100000002,6,Orthorhombic
mp-1039524,0.105600483888888,"['Ce', 'Mg']",3.988290923707253,CeMg2,2.0,157.15347845881195,0.0,True,2.9839643,True,insertion,Mg,0.085526401666666,251.6204791355614,842.1622017595208,21.520194166107174,72.02710273616927,1.0,0.0,0.105600483888888,0.054633274999998,5.07105592,6,Orthorhombic
mp-1040469,0.106874973000004,"['K', 'Mo', 'O']",4.731924392171149,KMoO3,3.0,64.23163890078015,0.0,True,1.0014023,True,insertion,Mg,-1.887210477500001,258.5250048385286,1015.9198609693884,-487.8910978270096,-1917.2546059217743,1.0,0.0,0.106874973000004,0.802374634583336,3.4840778,5,Cubic
mp-1040472,0.067683724833328,"['K', 'O', 'W']",6.940053084185971,KWO3,3.0,64.82668610173054,0.0,True,0.9996199,True,insertion,Li,-0.971766943333333,96.45070631974122,598.4563929491344,-93.72760806267594,-581.5601396944726,1.0,0.0,0.067683724833328,0.458240575810186,3.91910418,5,Cubic
mp-1040512,0.162771131853741,"['Nb', 'O', 'Si']",4.743828349045699,Nb3SiO10,3.0,163.3991200612647,0.0,True,1.0018975,True,insertion,Mg,0.9307634424999992,109.14796373883073,524.4604249509313,101.59093447141916,488.1485905823412,1.0,0.0,0.162771131853741,0.173040813277793,1.91350134,14,Triclinic
mp-1040783,0.17776532180556,"['Ho', 'O', 'Sb']",6.710726532512534,Ho(SbO3)2,3.0,249.64613936208465,0.0,True,2.6e-05,True,insertion,Mg,0.017623715000003,101.37643106055104,654.8197408198633,1.786629328728663,11.54035648858549,1.0,0.0,0.17776532180556,0.294784213034724,5.63292562,18,Orthorhombic
mp-1040790,0.073738802777776,"['Ba', 'F', 'V']",3.799916718934375,Ba2V2F11,3.0,767.6046358267239,0.9068,False,9.0001908,True,insertion,Y,-2.008515077777781,119.21920070397098,529.3695745958787,-239.4535621745412,-1063.2467722926322,1.0,0.0,0.073738802777776,0.081103071874998,-0.65803034,45,Trigonal
mp-1040819,0.082807812222123,"['Cr', 'La', 'O', 'W']",6.583629106233408,LaCrWO6,4.0,237.4613687082955,0.7814000000000001,False,8.7e-06,True,insertion,Mg,-0.051996640000001,108.27941318049176,733.7067529689724,-5.630165666557433,-38.15028589969759,1.0,0.0,0.082807812222123,0.172594026500005,4.6215467100000005,18,Triclinic
mp-1040836,0.172566893333333,"['Co', 'Cr', 'La', 'O']",4.713717901228673,LaCrCoO6,4.0,243.6574152138392,0.9386999999999992,False,8.0003077,True,insertion,Mg,1.357910477499996,144.8195754952175,800.956318718905,196.6520189120576,1087.6269772082276,2.0,0.8623221599999901,0.172566893333333,0.23019423391667,2.69841836,18,Monoclinic
mp-1040838,0.078238484097219,"['Bi', 'Ho', 'O']",8.031982933433834,Ho(BiO3)2,3.0,280.7075807132566,0.0,True,5.18e-05,True,insertion,Mg,1.231838444999998,76.22800409015696,611.0219811989165,93.90058602387246,752.6803671808915,2.0,0.6748111050000031,0.078238484097219,0.165027947687505,3.04486045,18,Orthorhombic
mp-1040930,0.030462025384613,"['Mo', 'O', 'P']",3.489603097211423,Mo2P2O9,3.0,757.2198442713222,1.6233,False,16.0004018,True,insertion,Li,2.973126631666668,66.21522455035674,232.97170688193208,196.86624753245425,692.6543861555132,1.0,0.0,0.030462025384613,0.02099336660714,1.0113324,52,Orthorhombic
mp-1040954,0.053828681730771,"['Mn', 'O', 'P']",3.182067994851768,Mn2P2O9,3.0,659.2297627069013,0.009,False,24.0028925,True,insertion,Li,4.237850086666663,83.0386244073698,269.8939369522879,351.90524164145256,1143.7700441040602,1.0,0.0,0.053828681730771,0.024691294583343,0.48566756,52,Orthorhombic
mp-1040961,0.042919399358966,"['O', 'P', 'W']",4.98364664435197,P2W2O9,3.0,764.5180441896493,2.8499,False,15.9993678,True,insertion,Mg,-0.156666072499997,89.64798574805543,492.1461117078793,-14.044797834683598,-77.1025984174185,1.0,0.0,0.042919399358966,0.150760769246032,3.7590155100000002,52,Orthorhombic
mp-1040967,0.183367110833302,"['Cr', 'O']",3.817692723217861,CrO2,2.0,438.4118564500853,0.0,True,23.9999815,True,insertion,Mg,2.0439345325,278.7540915860844,1164.642890288778,569.7551138684659,2380.453821491843,1.0,0.0,0.183367110833302,0.084243720714278,1.22162715,36,Monoclinic
