material_id,energy_above_hull,density,formula_pretty,nelements,volume,band_gap,total_magnetization,battery_type,average_voltage,theoretical_capacity_grav,theoretical_capacity_vol,energy_grav,energy_vol,num_steps,max_voltage_step,stability_charge,stability_discharge,e_fermi,nsites,num_unique_elements,avg_atomic_number,min_atomic_number,max_atomic_number,avg_atomic_mass,min_atomic_mass,max_atomic_mass,avg_electronegativity,min_electronegativity,max_electronegativity,avg_covalent_radius,min_covalent_radius,max_covalent_radius,std_electronegativity,ionic_radius_ion,atomic_weight_ion,charge_ion,atomic_number_ion,electronegativity_ion,working_ion_Li,working_ion_Mg,working_ion_Na,crystal_system_Cubic,crystal_system_Hexagonal,crystal_system_Monoclinic,crystal_system_Orthorhombic,crystal_system_Tetragonal,crystal_system_Triclinic,crystal_system_Trigonal,is_metal_False,is_metal_True,theoretical_False,theoretical_True
mp-1412716,0.078253929081633,4.275530985374154,Mo2O5,2.0,211.1842395035294,0.7552000000000001,4.0000474,insertion,0.428731447500003,94.36161083747952,422.30134098551946,40.4557900027846,181.05386520191425,1.0,0.0,0.078253929081633,0.186226378499998,2.30543408,14,2.0,25.0,8.0,42.0,55.9745,15.999,95.95,2.8,2.16,3.44,180.5,152.0,209.0,0.9050966799187806,0.72,24.305,2,12,1.31,0,1,0,0,0,0,1,0,0,0,1,0,0,1
mp-14142,0.028635328499998,5.007411138147304,TiZnO3,3.0,106.96230133551444,3.106999999999999,0.0001076,insertion,-1.017991687499996,154.54068575002518,731.3619585643747,-157.3211334740747,-744.5203943722499,1.0,0.0,0.028635328499998,0.230338670000001,2.37839226,10,3.0,20.0,8.0,30.0,43.088666666666676,15.999,65.4,2.2100000000000004,1.54,3.44,159.33333333333334,139.0,187.0,1.0666302077102447,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,0,1,1,0,1,0
mp-1424931,0.018088773333333,2.901008473324276,VS2,2.0,65.86699865212796,0.0,0.6076121,insertion,-0.787843010000001,194.1274427298521,604.1470497701976,-152.94194880388966,-475.9730301735733,1.0,0.0,0.018088773333333,0.06075763642857,3.21122586,3,2.0,19.5,16.0,23.0,41.50575,32.07,50.9415,2.105,1.63,2.58,179.5,179.0,180.0,0.6717514421272203,1.02,22.99,1,11,0.93,0,0,1,0,0,0,0,0,0,1,0,1,0,1
mp-1426806,0.1582194675,2.445862444797379,TiO2,2.0,54.222297442507575,2.6004,0.0005319,insertion,1.046941016666667,308.7486365741381,1155.315480426982,323.24161146937547,1209.5471636489635,1.0,0.0,0.1582194675,0.085798818749999,-1.77654287,3,2.0,15.0,8.0,22.0,31.933,15.999,47.867,2.49,1.54,3.44,169.5,152.0,187.0,1.34350288425444,0.76,6.941,1,3,0.98,1,0,0,0,0,0,0,0,0,1,1,0,0,1
mp-1442954,0.029461006666667,3.638624562521816,CrS2,2.0,211.9833166500173,0.0,8.0498836,insertion,28.679700131666667,112.04951121254238,360.7849498289059,3213.5463814755376,10347.204173111424,1.0,0.0,0.029461006666667,0.054807476941961,4.88100445,12,2.0,20.0,16.0,24.0,42.033,32.07,51.996,2.12,1.66,2.58,184.5,180.0,189.0,0.6505382386916239,0.76,6.941,1,3,0.98,1,0,0,0,0,0,0,0,0,1,0,1,0,1
mp-1443364,0.109406341428572,4.498490498717814,Zn(NiS2)2,3.0,229.64161330994824,0.0,0.1833406,insertion,-0.854434052499999,82.92324530454165,350.4822885927274,-70.85244453201106,-299.46400217175835,1.0,0.0,0.109406341428572,0.233387037444437,5.55777401,14,3.0,24.666666666666668,16.0,30.0,52.05433333333334,32.07,65.4,2.046666666666667,1.65,2.58,160.66666666666666,139.0,180.0,0.4798263574808427,0.72,24.305,2,12,1.31,0,1,0,1,0,0,0,0,0,0,0,1,0,1
mp-1443382,0.036033384531251,7.11775195726459,ReWO6,3.0,217.4515990659781,0.0,0.0001097,insertion,0.055802282500008,56.04707431695648,413.1505150125334,3.127554674333759,23.05474175375326,1.0,0.0,0.036033384531251,0.113956897058823,2.00079278,16,3.0,52.333333333333336,8.0,75.0,128.682,15.999,186.207,2.5666666666666664,1.9,3.44,193.0,152.0,217.0,0.7905272502155339,0.72,24.305,2,12,1.31,0,1,0,0,0,1,0,0,0,0,0,1,0,1
mp-1443442,0.065366299583332,2.5820384142348702,VF5,2.0,187.7030980227848,2.5453,0.0007287,insertion,-3.083120677500004,314.86976948699305,976.6243997786734,-970.7814970250084,-3011.050881108659,1.0,0.0,0.065366299583332,0.034471709999998,-4.32625943,12,2.0,16.0,9.0,23.0,34.96995158,18.99840316,50.9415,2.8049999999999997,1.63,3.98,157.0,135.0,179.0,1.6617009357883867,0.72,24.305,2,12,1.31,0,1,0,0,0,1,0,0,0,0,1,0,0,1
mp-1445089,0.010039616562499,4.177559206028882,MoO3,2.0,228.85612625778936,1.8186,0.000248599999999,insertion,0.822175428749997,318.6040344615876,1589.853029129571,261.9484086349349,1307.138095874088,1.0,0.0,0.010039616562499,0.059938090999997,0.38758505,16,2.0,25.0,8.0,42.0,55.9745,15.999,95.95,2.8,2.16,3.44,180.5,152.0,209.0,0.9050966799187806,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,1,0,1,0,0,1
mp-1445115,0.045230107265624,6.495374054290252,ReSbO6,3.0,206.5460746586241,1.6674,0.0001708,insertion,0.679380102500002,64.40869273527854,423.99308240738185,43.75798427238469,288.052463785219,1.0,0.0,0.045230107265624,0.222649581029409,1.95066882,16,3.0,44.666666666666664,8.0,75.0,107.98866666666667,15.999,186.207,2.4633333333333334,1.9,3.44,191.66666666666666,152.0,217.0,0.8491368166163409,0.72,24.305,2,12,1.31,0,1,0,0,0,1,0,0,0,0,1,0,0,1
mp-1446045,0.179299856249985,3.325204356312204,VO2,2.0,331.3495198190289,1.0737,7.9997376,insertion,2.305523196666664,39.97456258665856,137.27750062940967,92.1622813201447,316.49646208152666,1.0,0.0,0.179299856249985,0.161201142299992,0.55279571,24,2.0,15.5,8.0,23.0,33.47025,15.999,50.9415,2.535,1.63,3.44,165.5,152.0,179.0,1.2798632739476512,0.76,6.941,1,3,0.98,1,0,0,0,0,1,0,0,0,0,1,0,0,1
mp-14996,0.088582438823531,5.08650487855521,Na2Eu2Ti3O10,4.0,213.3422696547944,0.0,12.0004885,insertion,-1.065111697499989,79.08286532871426,369.3989121978013,-84.23208493342989,-393.4511024256496,1.0,0.0,0.088582438823531,0.228438867592585,2.12702104,17,4.0,26.0,8.0,63.0,59.704942325,15.999,151.964,1.97,0.93,3.44,199.75,152.0,233.0,1.3090836489697668,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,1,0,0,0,1,1,0
mp-15147,0.0,2.6030074719081773,K2VCuS4,4.0,409.4803583902864,1.2343,0.0021901,insertion,-1.3138881124999982,80.46158725536044,210.79935133479668,-105.71752300769944,-276.9667618415,1.0,0.0,0.0,0.100865775367642,1.69183789,16,4.0,21.75,16.0,29.0,46.41495,32.07,63.55,1.7325,0.82,2.58,193.5,140.0,275.0,0.7278907885115734,0.72,24.305,2,12,1.31,0,1,0,0,0,0,1,0,0,0,1,0,1,0
mp-15155,0.051819894088236,5.112248126907622,Na2Sm2Ti3O10,4.0,211.2259536840381,1.7099000000000002,0.002545,insertion,-2.334715272499994,79.45893708310066,425.5818229756271,-185.51399394453125,-993.6123817995856,1.0,0.0,0.051819894088236,0.22881422123297,2.9815115800000003,17,4.0,25.75,8.0,62.0,59.313942325,15.999,150.4,1.77,0.93,3.44,198.75,152.0,229.0,1.1412566173594205,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,1,0,0,1,0,1,0
mp-15214,0.0,2.902854851725527,K2NbAgS4,4.0,465.9022362938009,2.129099999999999,0.0025469,insertion,-1.693953342500004,63.906829052966216,187.1049832589378,-108.25518668284856,-316.9471117898851,1.0,0.0,0.0,0.187408337728762,0.8003658100000001,16,4.0,30.75,16.0,47.0,67.98566749999999,32.07,107.868,1.7325,0.82,2.58,208.5,172.0,275.0,0.7320006830597907,0.72,24.305,2,12,1.31,0,1,0,0,0,0,1,0,0,0,1,0,1,0
mp-15221,0.0,3.207492581493021,Rb2NbCuS4,4.0,471.7836454388205,1.9749,0.0010483,insertion,-1.952900777499993,57.29254733848048,186.66005674827312,-111.88666024227372,-364.5285699518955,1.0,0.0,0.0,0.175484786148892,1.25257273,16,4.0,30.75,16.0,41.0,68.4985925,32.07,92.90637,1.725,0.82,2.58,207.5,140.0,303.0,0.7294518489934754,0.72,24.305,2,12,1.31,0,1,0,0,0,0,1,0,0,0,1,0,1,0
mp-15275,0.02613608071427,5.365747680606683,NaGdTiO4,4.0,180.7952015586205,0.0373,14.0,insertion,-2.577234232499992,88.0883353884088,484.9552943835463,-227.0242734469477,-1249.8433859173867,1.0,0.0,0.02613608071427,0.248045169646228,3.01625382,14,4.0,26.25,8.0,64.0,61.026442325,15.999,157.25,1.7775,0.93,3.44,200.75,152.0,237.0,1.136086117627826,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,1,0,0,1,0,1,0
mp-1542939,0.0,3.927054412332411,BaMo(PO4)2,4.0,178.95251918590367,1.704199999999999,2.0001181,insertion,-1.132123677500007,119.77921488618502,458.1400212213893,-135.6048852450114,-518.6711656350906,1.0,0.0,0.0,0.253986249038446,1.777415819999999,12,4.0,30.25,8.0,56.0,70.0631905,15.999,137.33,2.17,0.89,3.44,202.25,152.0,268.0,1.0411211905121003,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,1,0,1,0,0,1
mp-1542940,0.0,3.400311642483385,TiTlPS5,4.0,433.2135538417105,1.1811,0.001772199999999,insertion,-0.8149102224999991,58.81366969148965,205.8578552214697,-47.92786065433329,-167.75567060190048,1.0,0.0,0.0,0.084244629302517,2.9819947300000003,16,4.0,33.5,15.0,81.0,78.8234405,30.973762,204.383,1.9825,1.54,2.58,185.75,180.0,196.0,0.4923667332385485,0.72,24.305,2,12,1.31,0,1,0,0,0,1,0,0,0,0,1,0,0,1
mp-1567236,0.08051922886365,3.137532582234636,LiMn2(BO3)2,4.0,248.1499583123061,0.8368,18.0000038,insertion,2.7683817066666823,56.32788217178536,178.00050118450474,155.93707857964694,492.7733312566841,1.0,0.0,0.08051922886365,0.050774784021738,1.54178185,22,4.0,10.25,3.0,25.0,22.18676,7.0,54.93804,2.0025,0.98,3.44,180.75,152.0,197.0,1.0516772318539562,0.76,6.941,1,3,0.98,1,0,0,0,0,0,0,0,1,0,1,0,0,1
mp-1568809,0.052267426363623,3.639071539915518,V3(OF3)2,3.0,272.7024456238976,0.0,9.9998978,insertion,3.388250781666679,87.65680286305748,324.3805589808305,297.00323081915656,1099.0826825242732,1.0,0.0,0.052267426363623,0.0,1.30491633,22,3.0,13.333333333333334,8.0,23.0,28.64630105333333,15.999,50.9415,3.016666666666667,1.63,3.98,155.33333333333334,135.0,179.0,1.2308669031756982,0.76,6.941,1,3,0.98,1,0,0,0,0,0,0,0,1,0,0,1,0,1
mp-1570353,0.075464223863649,3.156232977148175,LiMn2(BO3)2,4.0,246.67969225405992,0.672899999999999,18.0007997,insertion,2.672263406666682,56.32788217178536,177.6121858209861,150.5229383026946,474.6265447475041,1.0,0.0,0.075464223863649,0.050118618369564,2.20833703,22,4.0,10.25,3.0,25.0,22.18676,7.0,54.93804,2.0025,0.98,3.44,180.75,152.0,197.0,1.0516772318539562,0.76,6.941,1,3,0.98,1,0,0,0,0,0,0,0,1,0,1,0,0,1
mp-1574300,0.004112301249999,3.208063917365414,V2OF5,3.0,330.5603876539561,1.848799999999999,8.9979125,insertion,2.568990426666654,121.92721344604826,406.1950538843537,313.2298440930397,1043.5112047882503,1.0,0.0,0.004112301249999,0.069689980740739,1.24273184,24,3.0,13.333333333333334,8.0,23.0,28.64630105333333,15.999,50.9415,3.016666666666667,1.63,3.98,155.33333333333334,135.0,179.0,1.2308669031756982,0.76,6.941,1,3,0.98,1,0,0,0,0,0,0,0,1,0,1,0,0,1
mp-15998,0.0,3.451061205399365,RbV(CuS2)2,4.0,377.0057409669853,1.108099999999999,0.0002579,insertion,-1.352232882499999,66.35445767231496,224.24491481891087,-89.7266795649587,-303.2313475515428,1.0,0.0,0.0,0.11831483374999,2.58987402,16,4.0,26.25,16.0,37.0,58.007374999999996,32.07,85.468,1.7325,0.82,2.58,200.5,140.0,303.0,0.7278907885115734,0.72,24.305,2,12,1.31,0,1,0,0,0,0,1,0,0,0,1,0,1,0
mp-16053,0.091200764333335,3.679809081971686,CuSiO3,3.0,126.01771806237532,0.112,2.0111634,insertion,-0.600070437500003,176.57855232935017,618.1102079277634,-105.95956914939048,-370.9096628944314,1.0,0.0,0.091200764333335,0.370213130681817,3.31474131,10,3.0,17.0,8.0,29.0,35.87799999999999,15.999,63.55,2.4133333333333336,1.9,3.44,167.33333333333334,140.0,210.0,0.8891194145520237,0.72,24.305,2,12,1.31,0,1,0,0,0,0,1,0,0,0,1,0,1,0
mp-16056,0.043396292894733,5.637729391847782,Ho2Cu(GeO3)4,4.0,258.0054432872169,0.7174,0.9996295,insertion,-1.050541927499995,59.5413524172162,314.1701319845071,-62.55068713433879,-330.04889601793195,1.0,0.0,0.043396292894733,0.242995637000004,2.42095657,19,4.0,34.0,8.0,67.0,79.2773325,15.999,164.93033,2.145,1.23,3.44,179.75,140.0,216.0,0.9296056511589561,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,1,0,1,0,1,0
mp-16057,0.030575925657893,5.702906745755247,Er2Cu(GeO3)4,4.0,256.41285475914333,0.7189000000000001,1.0069685,insertion,-1.069361172499998,59.23491100637401,316.5149311290601,-63.343513886709154,-338.4687778659278,1.0,0.0,0.030575925657893,0.232698212624992,2.45456638,19,4.0,34.25,8.0,68.0,79.85975,15.999,167.26,2.1475,1.24,3.44,184.5,140.0,235.0,0.9263323737550506,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,1,0,1,0,1,0
mp-1639489,0.076536137651505,3.901698152030093,Mn3(OF3)2,3.0,264.55204455571965,0.8081,21.9999029,insertion,4.483549521666655,84.34919705447875,323.650880756698,378.1838021065746,1451.1047516036847,1.0,0.0,0.076536137651505,0.022251508472223,-0.02549573,22,3.0,14.0,8.0,25.0,29.97848105333333,15.999,54.93804,2.99,1.55,3.98,161.33333333333334,135.0,197.0,1.2759702190882043,0.76,6.941,1,3,0.98,1,0,0,0,0,1,0,0,0,0,1,0,0,1
mp-1641018,0.037316493551583,2.503513475027697,Li3Co2(CO3)4,4.0,502.4040394955228,0.634599999999999,2.0659573,insertion,2.61720255166666,69.49402291180483,178.5045722810742,181.87993409035693,467.1826220581932,1.0,0.0,0.037316493551583,0.074636562954543,-0.11001917,42,4.0,11.0,3.0,27.0,23.4857975,7.0,58.93319,2.2125,0.98,3.44,174.0,152.0,192.0,1.0408770340438873,0.76,6.941,1,3,0.98,1,0,0,0,0,0,0,0,1,0,1,0,0,1
mp-1658552,0.1500602322917,3.507613174682007,SrNi(PO4)2,4.0,318.37400675524265,0.0,3.8840733,insertion,2.949244017499997,148.66539602513492,564.3826426579816,438.450529836397,1664.5021324398908,1.0,0.0,0.1500602322917,0.009859213269235,0.95330101,24,4.0,22.25,8.0,38.0,48.3214405,15.999,87.62,2.1224999999999996,0.95,3.44,186.0,152.0,249.0,1.0263649448417458,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,1,0,0,1,0,1
mp-16802,0.0,3.821479947239139,BaMo2(P2O7)2,4.0,588.4319529469195,3.9317,12.0064775,insertion,-1.392753512499996,38.885209911051824,139.50573910861732,-54.15751268791709,-194.29710815743485,1.0,0.0,0.0,0.08789843015238,6.2727607,42,4.0,30.25,8.0,56.0,70.0631905,15.999,137.33,2.17,0.89,3.44,202.25,152.0,268.0,1.0411211905121003,0.72,24.305,2,12,1.31,0,1,0,0,0,1,0,0,0,0,1,0,1,0
mp-17502,0.0,3.697414918017325,SrVPO6,4.0,477.00970320817055,2.4421,0.003642899999999,insertion,2.079475334166668,98.3639274070141,362.07543734839857,204.54536081464656,752.9269410736038,1.0,0.0,0.0,0.086531237583337,1.2115628,36,4.0,21.0,8.0,38.0,46.383565499999996,15.999,87.62,2.0525,0.95,3.44,190.0,152.0,249.0,1.0548420102871647,0.76,6.941,1,3,0.98,1,0,0,0,0,1,0,0,0,0,1,0,1,0
mp-17642,0.0,5.028631479083616,RbUCrO6,4.0,622.7748093626828,1.5963,3.9985799,insertion,0.337177977499988,28.06053137235249,145.46503253878424,9.461393215704778,49.04760546839724,1.0,0.0,0.0,0.062482610540548,1.14256333,36,4.0,40.25,8.0,92.0,97.872975,15.999,238.0289,1.825,0.82,3.44,221.0,152.0,303.0,1.131886331159921,0.72,24.305,2,12,1.31,0,1,0,0,0,1,0,0,0,0,1,0,1,0
mp-17754,0.033623882592592,3.105025482544019,Li2MnF6,3.0,293.2960640361609,2.716,9.0002916,insertion,3.67897994333333,272.52168764444093,798.0421613727834,1002.6018229672488,2935.981105624851,2.0,0.5139022333333331,0.033623882592592,0.035649193257574,-2.36532653,27,3.0,12.333333333333334,3.0,25.0,26.978814386666667,7.0,54.93804,2.17,0.98,3.98,171.33333333333334,135.0,197.0,1.5932043183471476,0.76,6.941,1,3,0.98,1,0,0,0,0,0,0,0,0,1,1,0,1,0
mp-18001,0.074101901166667,9.175342851312838,TlNiO3,3.0,225.19137756897152,0.0,4.0075394,insertion,1.026117126666671,21.41992606806708,186.80994846010776,21.97935299037752,191.6888875466348,1.0,0.0,0.074101901166667,0.171217293273813,5.7507147100000005,20,3.0,39.0,8.0,81.0,93.02499999999999,15.999,204.383,2.3233333333333333,1.62,3.44,170.33333333333334,152.0,196.0,0.9778718389100554,0.76,6.941,1,3,0.98,1,0,0,0,0,0,1,0,0,0,0,1,1,0
mp-1802603,0.189856286781248,5.021193719080995,CrWO6,3.0,109.73901041173036,0.902899999999999,0.0013942,insertion,3.817981554166659,155.04979481834803,880.9929404442287,591.9772565937781,3363.614795967111,1.0,0.0,0.189856286781248,0.07004498122222,0.26190265,8,3.0,35.333333333333336,8.0,74.0,83.94500000000001,15.999,183.84,2.4866666666666664,1.66,3.44,183.66666666666666,152.0,210.0,0.8967348177322733,0.76,6.941,1,3,0.98,1,0,0,0,0,1,0,0,0,0,1,0,0,1
mp-1831269,0.000860346249999,3.473259984020274,SbF5,2.0,207.2549662209261,3.6256,0.0010385,insertion,1.672333830000002,222.36632303922565,791.8436850291373,371.870724671206,1324.2269825460926,1.0,0.0,0.000860346249999,0.125468361428572,-3.19248594,12,2.0,30.0,9.0,51.0,70.37920158,18.99840316,121.76,3.0149999999999997,2.05,3.98,170.5,135.0,206.0,1.3647160876900368,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,1,0,1,0,0,1
mp-18536,0.0,4.91226665319555,AgF3,2.0,334.38184645239704,0.208499999999999,0.0,insertion,5.515507839166668,155.99996069812107,686.2634508200697,860.4190061401789,3785.091442731664,1.0,0.0,0.0,0.056291898999999,-2.31708552,24,2.0,28.0,9.0,47.0,63.433201579999995,18.99840316,107.868,2.955,1.93,3.98,153.5,135.0,172.0,1.4495689014324225,0.76,6.941,1,3,0.98,1,0,0,0,1,0,0,0,0,0,1,0,0,1
mp-18687,0.0,3.73589146971675,NbF5,2.0,334.0703337605872,4.5694,0.0,insertion,2.657286219666676,137.5567862331286,449.9345343627096,365.52775247892737,1195.6048379141707,1.0,0.0,0.0,0.088132340761905,-4.32416655,24,2.0,25.0,9.0,41.0,55.952386579999995,18.99840316,92.90637,2.79,1.6,3.98,171.0,135.0,207.0,1.682914139223983,0.76,6.941,1,3,0.98,1,0,0,0,0,1,0,0,0,0,1,0,1,0
mp-18703,0.0,3.7668822206646393,BaMnP2O7,4.0,645.73646598706,3.984,20.0026011,insertion,-2.601682537499999,35.99595548340917,133.32553760416337,-93.65004880181296,-346.8707229875513,1.0,0.0,0.0,0.12353937592065,1.62573769,44,4.0,26.0,8.0,56.0,59.8102005,15.999,137.33,2.0175,0.89,3.44,199.25,152.0,268.0,1.0867497412007974,0.72,24.305,2,12,1.31,0,1,0,0,0,1,0,0,0,0,1,0,1,0
mp-18775,0.061846141590908,3.850723922556256,Fe3PO7,3.0,133.8981879584459,2.1744,14.9999561,insertion,0.1058742275,160.0998548862466,607.2490424742529,16.95044845894349,64.29202327207634,1.0,0.0,0.061846141590908,0.200027954027792,1.62932897,11,3.0,16.333333333333332,8.0,26.0,34.27092066666666,15.999,55.84,2.4866666666666664,1.83,3.44,175.33333333333334,152.0,194.0,0.8450049309520823,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,0,1,1,0,1,0
mp-18794,0.029054487749998,6.644904021153874,Sm2TiMnO6,4.0,249.6574431734069,1.6792,10.0013499,insertion,-1.462595433333338,26.642058000912805,171.28725715288928,-38.96655236673701,-250.5239601000092,1.0,0.0,0.029054487749998,0.135291753471875,3.94296551,20,4.0,29.25,8.0,62.0,67.30101,15.999,150.4,1.925,1.17,3.44,191.25,152.0,229.0,1.0253617247911426,0.76,6.941,1,3,0.98,1,0,0,0,0,1,0,0,0,0,1,0,1,0
mp-18823,0.124108892954544,2.8957451750921592,K2BaCo(NO2)6,5.0,315.6734294940275,1.029,1.0002341,insertion,0.435023326666661,48.08037407650557,131.6238256134141,20.916084278138964,57.25943448693992,1.0,0.0,0.124108892954544,0.195450528546906,1.46980124,22,5.0,23.4,7.0,56.0,53.07349800000001,14.007,137.33,2.0140000000000002,0.82,3.44,208.4,152.0,275.0,1.203445054832168,0.76,6.941,1,3,0.98,1,0,0,0,0,0,1,0,0,0,1,0,1,0
mp-18837,0.0,3.02005847900433,KSc(MoO4)2,4.0,222.09522545268737,3.615999999999998,0.0001884,insertion,-1.752052407499998,125.17201044256056,427.73882850701057,-219.30792224750311,-749.4208442669367,1.0,0.0,0.0,0.377113556041677,-1.27161305,12,4.0,22.5,8.0,42.0,49.000802500000006,15.999,95.95,1.945,0.82,3.44,211.75,152.0,275.0,1.1385809881895388,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,0,1,1,0,1,0
mp-18842,0.034773842999989,4.383146632709815,TlV4O10,3.0,215.23901072271124,0.0,1.0004497,insertion,0.6436688274999981,90.47702945679444,371.6516705417176,58.23724346613767,239.22059501600305,1.0,0.0,0.034773842999989,0.12333072921876,1.95772287,15,3.0,37.333333333333336,8.0,81.0,90.44116666666667,15.999,204.383,2.23,1.62,3.44,175.66666666666666,152.0,196.0,1.047902667235846,0.72,24.305,2,12,1.31,0,1,0,0,0,1,0,0,0,0,0,1,1,0
mp-18845,0.0,7.110301734882174,Ba2FeWO6,4.0,285.0753211940118,0.0,7.82e-05,insertion,-1.765994450000003,84.46194457637392,495.283463584876,-149.15932535808426,-874.6678478676698,1.0,0.0,0.0,0.374880828181817,5.04216014,20,4.0,41.0,8.0,74.0,98.25225,15.999,183.84,2.13,0.89,3.44,206.0,152.0,268.0,1.064048871058092,0.72,24.305,2,12,1.31,0,1,0,1,0,0,0,0,0,0,0,1,1,0
mp-18861,0.002730936755952,6.6317525001778765,BaNd2Mn2O7,4.0,162.17474062618342,0.0,8.0000385,insertion,-1.709516387499998,79.76775041396621,443.6714991505542,-136.364276526685,-758.4636984645638,1.0,0.0,0.002730936755952,0.325728161500018,4.2412891,12,4.0,37.25,8.0,60.0,88.12676000000002,15.999,144.24,1.755,0.89,3.44,211.5,152.0,268.0,1.1558114033007287,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,1,0,0,0,1,1,0
mp-18898,0.00599858602564,4.403555568050473,Sr(NiO2)4,3.0,339.6746951419516,0.3176,0.000393299999999,insertion,0.63795592,112.92113419372188,540.3188817191011,72.03870605199936,344.69962928048056,1.0,0.0,0.00599858602564,0.168770229642867,2.33775134,26,3.0,24.666666666666668,8.0,38.0,54.104000000000006,15.999,87.62,2.1,0.95,3.44,188.0,152.0,249.0,1.2558264211267416,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,0,1,1,0,1,0
mp-18903,0.081586948,6.462998547396531,Sr2CdWO6,4.0,145.8046123007189,3.543,2e-06,insertion,-0.012375093333337,46.65765332174365,285.75684797516453,-0.577392814571083,-3.536267664333004,1.0,0.0,0.081586948,0.214601551590907,2.18100087,10,4.0,42.0,8.0,74.0,99.96725,15.999,183.84,2.11,0.95,3.44,192.25,152.0,249.0,1.0572606112023657,0.76,6.941,1,3,0.98,1,0,0,1,0,0,0,0,0,0,1,0,1,0
mp-18911,0.03253999977274,2.823206616484693,LiVP2O7,4.0,272.7082284031074,0.0,0.0,insertion,2.044309744166663,112.24960275621832,303.7940948089601,229.4729566933742,621.0492282382482,1.0,0.0,0.03253999977274,0.016684068967006,3.43491194,22,4.0,12.25,3.0,23.0,26.228565500000002,7.0,50.9415,2.0599999999999996,0.98,3.44,173.25,152.0,182.0,1.0444456264768724,0.76,6.941,1,3,0.98,1,0,0,0,0,1,0,0,0,0,0,1,1,0
mp-18943,0.117021381249999,5.835413919923742,BaNiO2,3.0,129.77135631873966,2.3221,0.0007982,insertion,-0.838681303333335,57.88914397781822,321.92997884890787,-48.55054272016772,-269.9966542430753,1.0,0.0,0.117021381249999,0.3523755975,2.88521391,8,3.0,30.666666666666668,8.0,56.0,70.674,15.999,137.33,2.08,0.89,3.44,194.33333333333334,152.0,268.0,1.2834718539960275,0.76,6.941,1,3,0.98,1,0,0,0,0,0,1,0,0,0,1,0,1,0
mp-18953,0.0,2.961595290726615,NaV(OF)2,4.0,161.39693397586723,2.1974,2e-07,insertion,0.801449192500006,171.71699353996215,522.6395790653244,137.62244581113143,418.8690686104472,1.0,0.0,0.0,0.148371753269233,-0.96993189,12,4.0,12.75,8.0,23.0,27.232168115,15.999,50.9415,2.495,0.93,3.98,173.25,135.0,227.0,1.4486430432189519,0.72,24.305,2,12,1.31,0,1,0,0,0,1,0,0,0,0,1,0,1,0
mp-18967,0.0,6.306065383062162,Ba2CoMoO6,4.0,276.7660678753778,0.0,0.0109821,insertion,-1.189734952499999,97.49031385086072,504.50953705380994,-115.9876339185638,-600.2326301025113,1.0,0.0,0.0,0.321305037272726,3.72736372,20,4.0,33.25,8.0,56.0,77.0530475,15.999,137.33,2.0925,0.89,3.44,205.25,152.0,268.0,1.0506307629229215,0.72,24.305,2,12,1.31,0,1,0,1,0,0,0,0,0,0,0,1,1,0
mp-18991,0.027004077692305,4.554255046519359,Ba(NiO2)4,3.0,364.68252412751656,0.323099999999999,0.000133099999999,insertion,0.345654502500001,102.21754484495024,518.4802861169014,35.33195461015285,179.2150453537959,1.0,0.0,0.027004077692305,0.230330113849211,2.25481576,26,3.0,30.666666666666668,8.0,56.0,70.674,15.999,137.33,2.08,0.89,3.44,194.33333333333334,152.0,268.0,1.2834718539960275,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,0,1,1,0,1,0
mp-19065,0.034703429342107,8.002144412638698,Ho6WO12,3.0,283.33961095349093,3.4002,0.0001927,insertion,-0.603948647499993,38.5710597031233,334.9959056759876,-23.2949393403428,-202.320324151048,1.0,0.0,0.034703429342107,0.108268848020838,1.85529745,19,3.0,49.666666666666664,8.0,74.0,121.58977666666665,15.999,183.84,2.3433333333333333,1.23,3.44,192.66666666666666,152.0,216.0,1.105094264455903,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,0,1,1,0,1,0
mp-19069,0.030837395,6.855811403582223,NiAgO2,3.0,48.09311135767859,0.0,0.999435299999999,insertion,0.153242922500001,240.51720137234304,1333.23018907382,36.85755884981919,204.3080905389016,1.0,0.0,0.030837395,0.499735973666666,3.21204962,4,3.0,27.666666666666668,8.0,47.0,60.853333333333325,15.999,107.868,2.4266666666666663,1.91,3.44,162.33333333333334,152.0,172.0,0.8776293826743344,0.72,24.305,2,12,1.31,0,1,0,0,0,0,0,0,0,1,0,1,1,0
