,theoretical_capacity_grav,average_voltage,energy_above_hull
2553,166.7529704263798,4.657738046666667,0.173630956562504
289,244.69578115566853,0.8645780725000011,0.046805684899998
1589,27.879233660782106,3.808891461666642,0.011383234504491
222,71.9148343192269,-1.7554161575000031,0.022194282843743
751,112.04951121254238,28.679700131666667,0.029461006666667
1621,152.1682271301176,1.11137288166667,0.055213587386364
2284,78.08902573405132,-4.599524273333335,0.119203429625001
2559,60.28374590575401,4.613079489166674,0.095672713235283
3401,141.25868471545286,2.708155646666663,0.055879007222224
941,293.2491818448629,3.55838652916667,0.033466397023802
3094,10.04678745722653,3.014695861666676,0.039521095625016
1392,32.15326859066299,0.481878336666663,0.0
2496,97.12017392022544,0.7983910175000061,0.066702387407386
1470,136.97041830070955,-1.2424297975,0.123563266249999
3264,198.01721210397463,2.508152636666667,0.119495012687512
2239,56.83719174761925,1.42806621666666,0.059753280000003
446,114.97200777375396,3.006073841666657,0.095132307654306
1774,149.88475877757,3.800637396666668,0.049906925
2244,119.86263559831389,3.510129041666668,0.065907822239588
980,81.30379577999798,2.885321631666665,0.062941811833352
3306,37.76497946200826,3.338998876666673,0.179825405833333
2769,20.156029539197704,4.048977216666637,0.041005662155451
1295,245.3191776493728,4.207771479166668,0.163844963333342
1254,52.38682662760285,3.123071696666651,0.038532755526315
2003,94.64421176041292,1.116783252499996,0.093409702237654
2657,90.91461289534976,2.282661254166664,0.025071999102593
134,291.2625113196385,-0.046052959999999,0.177784685277778
2449,140.37459008034347,0.8089108075000021,0.124062842083335
504,59.13779639276705,1.494269316666655,0.163715425833332
2483,51.58318989000849,1.7126726266666972,0.049257180138875
1428,70.20467759117658,5.247373531666648,0.084223830735297
2601,85.43644118616756,4.130486779166668,0.076274503653861
2529,147.25542288517485,3.793745628666668,0.098683397857129
351,87.34862529983636,2.131890137499998,0.112404742833346
483,102.7567268307175,3.455274933333337,0.098001859848495
2979,53.55931295033402,0.316669322500001,0.026537742083332
1165,71.50399483378008,4.702158201666672,0.061035736176484
226,117.72984227429136,-1.300877859999995,0.0
3163,96.07607216712913,1.425651052500012,0.078954988425913
1707,87.70155483437557,3.231400481666677,0.141168941000007
1810,147.34439811401836,3.950942654166676,0.074035491574075
3292,81.5802696522215,2.377509926666656,0.073704979293476
1266,72.3630070246014,1.503597621666666,0.0
3250,358.2360096002116,3.2042854930303,0.028663824416672
2436,110.86291751356694,3.604661364166669,0.105595669777775
2357,204.7835654934413,3.983695894166667,0.047819652
471,153.82276864261,2.426011371666663,0.07825367614583
617,303.37618827033504,1.592683076666665,0.046975768333325
2716,50.326807881951645,2.787574511666671,0.082864726764701
2898,114.01795251186986,2.574000120666674,0.094466151714302
2241,69.69629734272559,2.817317121666671,0.083148848750004
124,106.2014605474517,0.090761242499998,0.180110997916674
195,77.46761702434246,-0.362216267499998,0.074867713571427
2091,151.57653161310955,3.221328221666668,0.082855709097223
1576,115.08687885832728,4.396092966666666,0.082192698500017
296,88.58521173357572,5.337476889166675,0.075447044519244
1881,135.2867603992254,0.656532394999996,0.038044880312497
334,118.09186927495992,2.214452832500005,0.129316949642855
1120,41.92836141452261,3.688791556666681,0.036432394715917
1463,118.01309144348406,-1.199921762499999,0.043389335625
131,21.8260293582276,-1.2820612675,0.103529155624999
700,144.068579010604,1.5533776700000002,0.140643361538463
2078,187.9922543079969,3.310283174166662,0.068736536250001
1462,79.33648509319158,-2.710221757500004,0.0
1714,126.53601939740916,3.838590481666666,0.073384948214285
55,105.87959210704898,0.8368373574999991,0.175435638749999
732,84.41105643532246,-1.290752757499997,0.151087434999999
456,97.67431768552318,3.5402005616666603,0.095428422609124
2699,101.21168290381378,4.015386011666672,0.069573240673406
719,63.87557236467384,0.959338707499992,0.031393353906249
106,99.62746904110472,-0.9662771350000012,0.0
1999,112.46594856069304,3.132678124166661,0.15282933045138
2848,194.14694459192364,3.782019441666657,0.062631557205882
557,154.00499692948756,0.0076353075,0.000197109090908
2340,139.33418904594134,4.226887106666661,0.06322923372549
337,128.7189824704515,-1.386464902499997,0.0
1302,293.196968381405,1.046615992500002,0.049397877500013
2203,102.45637490142518,2.595002451666654,0.136599951874989
2247,185.0277469784107,3.814001419166667,0.062551267812511
1303,101.99914408176696,4.123265666666663,0.071341434304025
