material_id,formula_pretty,theoretical_capacity_grav,average_voltage,energy_above_hull
mp-771880,Mn3Cr(PO4)6,194.14694459192364,3.782019441666657,0.062631557205882
mp-1221818,Mn2V2O7,154.00499692948756,0.0076353075,0.000197109090908
mp-759549,Mn(PO3)4,139.33418904594134,4.226887106666661,0.06322923372549
mp-1104363,K3ScV2O8,128.7189824704515,-1.386464902499997,0.0
mp-540284,CuPO4,293.196968381405,1.046615992500002,0.049397877500013
mp-757949,LiFe2C2O7,102.45637490142518,2.595002451666654,0.136599951874989
mp-758525,LiMn3(PO4)4,185.0277469784107,3.814001419166667,0.062551267812511
mp-540287,Li2Cr(PO4)2,101.99914408176696,4.123265666666663,0.071341434304025
mp-758383,LiCu3(CO3)3,136.92119137006804,2.541014758333327,0.105795691041671
mp-756295,LiVAsCO7,101.61637368404172,2.814341846666659,0.049857535454546
mp-766542,LiFeSiO4,165.63540313839425,2.396164199166664,0.051897382857146
mp-32309,Sr4Re2NiO12,53.71656207620654,-0.631154523750001,0.01061525382456
mp-29318,PW3O11,8.76742592976776,0.434609249999956,0.010735109499984
mp-777585,Na5Fe2P2(CO7)2,49.30909018890401,2.398484781666648,0.004597163799985
mp-775219,Cr3P6WO24,169.040753709072,2.963631999999999,0.024900912022081
mp-1079538,V2H2O5,257.45790455221794,0.545649017500001,0.055697631388884
mp-1103957,Fe2Si2SbO9,117.0573289140689,1.165188387500006,0.156063731636915
mp-763292,Ti3Mn3(SbO8)2,128.2843928175498,2.677488494166661,0.091028275868055
mp-1367924,MoAsO5,194.80397222135403,1.242350432500001,0.163447788839309
mp-867845,Li3MnP2O9,92.853014277811,4.254660716666658,0.052157130018517
mp-760211,Li2VO3F,193.14837175036163,2.410909901666665,0.103107207857142
mp-1309481,Na2CoO3,162.37079628918323,0.520748377499995,0.046854418749999
mp-675030,TiNiO3,42.51592338826186,-1.901807882500025,0.020319030499999
mp-773044,LiCuO2,126.47422166196768,20.344526626666667,0.024710698749999
mp-26864,LiMo(PO4)2,89.40838931189212,3.24931990666668,0.073707094305556
mp-759678,Li4Ti15O32,83.39538990670934,2.206779954166672,0.091070301029411
mp-1075911,RbNbO3,213.83246582012225,-3.084921842499997,0.082736542000001
mp-626084,Mo2HO6,171.1519373256056,1.065849207499998,0.104541218234118
mp-753706,Mn3SnO8,126.0056278166776,3.213161364166668,0.056645924375001
mp-775240,Fe2Cu(PO4)3,113.07876380909748,2.853647591666652,0.082295703211814
mp-754962,Mn2FeO6,284.57671123912786,2.944181183333332,0.117354748981479
mp-774878,Li4Cr2Fe3Co3O16,207.83667678961464,2.191218863333332,0.110523811442218
mp-776142,NbFe3Cu2(PO4)6,108.82463089481976,2.371348144166669,0.060108634814762
mp-766524,Ni(PO3)3,88.58521173357572,5.273277019166665,0.070226906057706
mp-770891,Ti3Cr3(SbO8)2,129.65368364998434,2.602594986666668,0.102492467812483
mp-1105287,Ti4Pb2O9F2,66.00013724847692,-0.9543303324999952,0.008852272205887
mp-849514,LiMn3(BO3)3,112.11061917391348,2.945630120000013,0.095974533789064
mp-26978,Mn2P3O10,72.48886731348593,3.909429446666673,0.030848976000001
mp-759983,VOF3,204.7835654934413,3.618557556666668,0.045012238999999
mp-540219,Li2Cr(PO3)8,38.03814802141101,5.3134059666666165,0.080256176952377
mp-33339,Ba3Ti3O8,38.813576738982256,93.96020817666668,0.045849021785706
mp-26568,Co3(P3O10)2,38.86688251574288,3.958163381666688,0.049227315431037
mp-1178324,Fe3OF7,238.3439863771591,3.092597566666664,0.128102407171712
mp-780114,LiVSiO5,155.0060792879593,2.920912359166673,0.091330130208328
mp-552028,Nd2Ti2S2O5,96.99260343929754,-1.5543866725000042,0.0
mp-754623,CrCo3O8,144.60988235146408,4.046683631666662,0.103458840000004
mp-26981,LiMnP2O7,110.401669147061,4.8691016541666645,0.144484076136377
mp-753266,Co2C2O7,102.7567268307175,4.049425291666674,0.105562360454556
mp-772284,Mn3V3(TeO8)2,125.15385976895732,2.863138861666672,0.118547224374993
mp-1041824,V(WO4)2,93.88846542481708,1.111415582500005,0.157944512045446
mp-689981,MnPO4,170.8728823723351,3.542573576666678,0.094569878333334
mp-1078298,SbN(OF3)2,175.1382124540381,1.209641762499999,0.0
mp-762505,Ti3Co3(SbO8)2,126.47055354766138,3.823025845416668,0.179888730520839
mp-769461,Na5Mn2P2(CO7)2,49.474196120260046,2.769165711666668,0.009688742799986
mp-756094,LiFeS2,200.22472597894688,0.525361486666666,0.110344880000002
mp-759937,VF4,380.6565922627536,-2.309163825208331,0.054853659999999
mp-504284,V4P7O24,33.026723456089385,2.825742226666714,0.005440566666672
mp-870306,V6O13,150.43934361944483,2.109855336666669,0.043009163421054
mp-560675,K6Cu(SiO4)2,105.80778056901656,-1.921799747499998,0.0
mp-771217,Na4Co2P(CO4)4,90.72761762293992,1.982807327500002,0.081551116898152
mp-1042691,Cu3(SbO3)4,59.960193878545454,-0.5228657575000021,0.027687462850878
mp-768543,Mn2(SO4)3,130.12136688808278,4.108483871666666,0.035496636176471
mp-755110,Cs2MnO4,68.42566537403268,2.686263726666675,0.029938723214286
mp-775826,Fe3Co7O20,276.4563037831052,3.459877825666669,0.100773623916667
mp-760231,LiSn2(PO4)3,98.6877713139653,1.9610031316666672,0.012154829999986
mp-753886,LiCr2(PO4)2,87.06955029335518,2.4446499816666662,0.087904649038454
mp-777945,TiMn4O10,150.58173219878378,3.3975677946666663,0.096228171444444
mp-753218,NaV2O5,123.49645607467538,-0.531834367499999,0.065789342499999
mp-6616,Ba2HoCu3O7,69.93000066420407,-1.200510082499998,0.03185183445512
mp-776004,Li4CoO4,249.5384908333088,2.258300313333336,0.095945292777775
mp-1212369,Ho2Cu(SiO3)4,38.03341707417017,1.299327436666667,0.019745363596493
mp-769515,Na2FePCO7,49.94691127830643,0.512145534999992,0.014502741041666
mp-22648,FeCu2SnS4,118.01309144348406,-1.1997644825,0.039835239374999
mp-763508,V(CO3)2,221.6576302141571,2.476219303333342,0.075681929444435
mp-32385,Ni7(PO4)6,106.30804976972586,3.732825196666662,0.060470499324323
mp-774635,V3Co(PO4)4,173.07828266593876,2.260997306666662,0.039129688020832
mp-776150,ScAgO3,125.8434314071088,0.701088037499997,0.060727018708331
mp-754313,LiV3CoO10,201.25478033119992,2.912422013333331,0.093470991999998
mp-782641,Na4V2P(CO4)4,93.25034344511644,0.7924027525,0.085719855108036
mp-1412716,Mo2O5,94.36161083747952,0.428731447500003,0.078253929081633
mp-695816,LiFeP2O7,109.99074776690446,3.279167986666673,0.079542530454546
mp-1102003,VInO4,110.7913085936395,-0.015788257500001,0.050543805833333
mp-780327,LiMn3(BO3)3,112.1106191739135,2.889119300000012,0.092942347851565
mp-673105,Cu3(P2O7)2,97.03533164345224,3.725625929166663,0.012630835476191
mp-555184,SmTiClO3,91.21402612240276,-1.2600964125,0.0
mp-26162,LiNiP2O7,108.71985993795704,5.588153099166672,0.181305215416696
mp-771947,Mn5Fe(PO4)6,115.50776857571373,2.97939911166666,0.044215821319433
mp-768357,Ba2Ti11O24,22.48224600103538,1.921258706666672,0.034360011925677
mp-1177782,Li2VFe3O8,72.96996429669116,2.216807601666668,0.095919577678568
mp-585323,Cr4P7O24,32.85593117732143,3.5864197416667123,0.019890430642874
mp-755993,Mn3Nb2Fe3O16,133.68717564400603,3.440436239166667,0.112328379375
mp-26204,LiCo2P5O16,97.53998516369214,4.036474729166665,0.024171997187496
mp-16057,Er2Cu(GeO3)4,59.23491100637401,-1.069361172499998,0.030575925657893
mp-1394099,MoWO6,252.61394941368425,0.7196863400000001,0.040704467499999
mp-753784,LiNiP2O7,108.71985993795704,4.24816987666666,0.076445029962151
mp-849520,LiCo3(SiO4)2,71.4996385675959,3.280047753333316,0.068405429642857
mp-767538,NaCePCO7,78.57925159556763,0.310489679999994,0.029361832784099
mp-755263,CrS2,217.7794158257072,2.987773516666666,0.0
mp-1044751,Pr(WO3)2,85.23437049941923,-0.209617515,0.09136736111111
mp-758304,LiCo2(PO4)3,126.5404212375438,3.903519899166677,0.11887268217592
mp-755529,SbPHO5,111.35746356111034,2.328743436666665,0.029632431093747
mp-766392,Ti4Ni(PO5)4,75.71826485952646,4.581368024166673,0.063693760718395
mp-26224,Li3Cu(PO4)2,95.29323223679744,4.010706889166665,0.05719354876116
mp-20212,BaPr2CuO5,46.62442369893541,-2.346867622499988,0.020470319861113
mp-776680,TiMn2Ni3(PO4)6,115.1000052664528,3.62298274166667,0.088670593136587
mp-771885,Fe5Sb(PO4)6,107.35867751386526,2.182795839166667,0.031128824236113
mp-26638,Mo3(PO4)4,116.77722782500292,3.656854431666668,0.161587183695651
mp-26552,Co5(P3O11)2,124.620470507315,3.615879316666666,0.055355267020196
mp-754643,LiV2(SiO4)2,89.3587634276257,2.975275946666665,0.083506694903846
mp-726085,SbO3,139.0493567609528,2.459914689999999,0.198004348749999
mp-553997,Na2Mn(PO3)5,53.31311025954157,2.430269641666664,0.0
mp-776168,AgRuO3,25.902994341826684,2.077108026666673,0.057777263
mp-558110,TiS2,198.54894882157072,1.799775530000003,0.001921049999999
mp-21880,NaFeO2,114.62459402650396,-0.8414118475000001,0.0270229725
mp-772143,V2Cr3Sb3O16,118.21066355791518,2.298403751666664,0.127492872812468
mp-630866,Fe3Pb4ClO8,45.26939994058532,-1.336215067500002,0.066465003746747
mp-31907,Mn(ReO4)2,92.4743460464434,-1.000865946250004,0.000978546136362
mp-1094697,Mg2Cd,289.2360612689411,0.037958437499999,0.032026351944443
mp-753440,LiMn3(OF3)2,237.4843363917326,2.8822065233333323,0.095187603888889
mp-756769,Na2TlPCO7,62.57161901998169,0.141941090000007,0.0
mp-1350429,TiO2,291.2625113196385,-0.134517216874999,0.185550241458333
mp-22974,MoCl4O,100.79386253967652,1.4961139075,0.123255858263888
mp-752486,Fe2O3F,95.65726000708484,1.678935297500023,0.108481036342594
mp-1102092,NaFe(SO4)2,181.54189581458968,-0.834714351250002,0.0
mp-20528,KCoO2,188.5001708213985,-1.266814787500002,0.032402752499999
mp-25262,TiO2,160.8031622796062,15.984647086666673,0.185231633333332
mp-32529,V3(PO4)4,145.256833810174,3.926323011666663,0.124179351521737
mp-753236,Li5VF8,109.58401805261552,1.651814656666668,0.055627510357135
mp-753419,Li3Mn3O5F3,159.29020863900996,2.176929561666663,0.073212419360117
mp-558004,BaCaVP2O9,60.742705583530565,1.5282628291666591,0.00713818098217
mp-1078185,Ba2LuSbO6,77.4964959217233,-2.604903427500001,0.0
mp-1120752,K2Fe4O7,122.41545759321625,-1.4472418325,0.038319790480765
mp-1079477,Ba2VMoO6,98.92822414037836,-1.471558589999996,0.083071706249999
mp-863857,Mn3Co3(SbO8)2,123.3828868341019,3.422469619166672,0.075249344479168
mp-25938,LiMo(PO4)2,89.40838931189212,3.285139034166671,0.064830681180557
mp-756455,Ti3VO8,159.33360112599763,2.252701556666667,0.12975008729164
mp-758703,LiCoSiO4,162.53340366778136,3.392762869166669,0.090683392738096
mp-560977,KTiPS5,92.28633849526769,-0.8925360775000001,0.0
mp-778702,Mn6O7F5,48.839313745564674,0.369480597500012,0.09466146504628
mp-689967,LiMn(PO3)4,69.66709452297067,4.286738046666651,0.091546015416652
mp-3249,La4Ti3O12,58.549155100164185,-1.307256887499991,0.037112935263159
mp-765572,CoBO3,265.0072023134314,2.566425242666666,0.199436286222223
mp-753867,LiMn(PO4)2,103.57549213489786,4.702405971666673,0.079415136458342
mp-761111,Li3VO3F2,312.29603733382163,1.553626236666664,0.112038173333331
mp-753247,LiMnF5,313.92094511692403,3.852337916666665,0.016672098511912
mp-25197,Fe(WO4)2,47.99166199077733,2.961428786666668,0.13533479590909
mp-26742,Cu4(PO4)3,49.08344811302371,3.41965336166667,0.028441943684216
mp-755424,Mn6O7F5,95.56239483342898,1.240304147499995,0.073500800046279
mp-1389167,MgCr4O8,139.3770457930422,1.210269397499996,0.12301400153844
mp-26740,LiCr2(PO4)3,130.82531349913754,4.268215449166671,0.101774119027785
mp-757359,LiFe2(PO4)2,84.94526279338992,3.176005486666663,0.039931206346147
mp-1104817,Rb3Na(WO4)2,67.05622722834545,-2.1502935825,0.002554353571428
mp-26284,MnPO4,170.8728823723351,4.068288410000003,0.15730092638889
mp-753116,Co5SbO12,168.51434649650105,3.339224586666665,0.063091191250001
mp-1079839,Ba2GdMoO6,82.7020639053024,-1.7294739274999982,0.0
mp-27094,LiSn2(PO4)3,98.6877713139653,1.85483216291666,0.002650242916653
mp-25321,MnVO4,147.2369027878063,1.172242102499997,0.029671852430556
mp-759562,FeOF,94.14569169046904,0.320188947499993,0.075724443518519
mp-849340,Li4V3Cr3O12,98.81611979894204,2.340414781666664,0.054813729602271
mp-547517,Sr2Cu3(ClO2)2,102.08404154805662,-2.501371552499999,0.015381493636363
mp-607310,TlFeO2,88.05281676355409,-1.617114562499998,0.151657715625001
mp-771164,Na2MnBAsO7,83.3286750888558,1.261481932499994,0.059976801666664
mp-776270,CoPO4,166.6286694220835,4.292181661666662,0.165140785416667
mp-25444,CoPO4F,286.97686491103144,4.080764906666664,0.121495342244899
mp-754836,V6O7F5,51.58318989000849,1.448147436666668,0.039243219583319
mp-752633,Mn2CoO6,192.3406206152517,3.447780131666671,0.143457229814814
mp-759370,Li8Fe3Ni7O20,55.387159951683344,3.179097016666683,0.02271554583882
mp-504406,Cr4P9O32,179.134432805142,4.308561155238101,0.108729220388895
mp-25260,FeAs2O7,82.56135893835622,4.965603136666666,0.101332230249999
mp-705301,LiCoP2O7,108.61420814964404,4.22921438166666,0.084712474242422
mp-558860,Ba2YFe3O8,78.43627531502867,-2.363830397499998,0.017262655401785
mp-863391,LiCo2(PO4)3,245.05024843717453,3.757987062291671,0.111137021064809
mp-775295,Li2MnCr3O8,215.20002931293783,1.65882803,0.081241978849213
mp-764345,CrPO4,174.13910058671036,1.922867571666666,0.0222367875
mp-758893,Mn3(O2F)2,96.07607216712913,0.5983279075000041,0.079354277870357
mp-25428,NiO2,337.14777106521103,2.9840345936666672,0.140188005277778
mp-540193,LiMnP2O7,110.401669147061,3.574500861666659,0.045775441590921
mp-758628,Li3Mn(CO3)4,162.59155120807958,3.847681402916673,0.095181080333335
mp-25954,CoPO4,166.62866942208353,4.17632006333333,0.156860374444446
mp-778481,Li4Ni2C4SO16,108.2601620393952,4.329442136666666,0.097929301944445
mp-1176481,MnFeCo(PO4)3,169.11111783050535,-1.112841105000001,0.04624684458335
mp-775128,Fe3Sb(PO4)6,178.52396803848805,3.479447784999999,0.071907188382343
mp-1177537,Li4Fe5NiO12,93.78407321389318,3.474501791666663,0.088576947378522
mp-772291,Mn5Ni(PO4)6,115.1543626879653,3.197613049166657,0.047372074409723
mp-1042860,Fe2(WO4)3,90.1738514500328,0.879994712499999,0.128428433749999
mp-755871,V6O7F5,51.58318989000849,1.544419326666636,0.04140518791665
mp-759533,NaMnO2,115.5207731796702,-1.260321207499994,0.030517345625
mp-771391,Mn5Sb3O16,116.05831616912404,3.169573406666666,0.106008692170139
mp-1094669,MgSn,559.4568797466696,0.129720139999998,0.05598837875
mp-1040819,LaCrWO6,108.27941318049176,-0.051996640000001,0.082807812222123
mp-1301329,LiTiMnO4,148.332920848719,1.723750751666666,0.019573659285709
mp-754911,MnOF,95.05418111060936,0.5548824975000041,0.054102183888868
mp-684059,LiTi(PO3)5,58.69681127125842,3.32245385666665,0.082217740984847
mp-1103899,KCo2(MoO5)2,100.54130489798683,1.866276162500004,0.099493580696432
mp-32311,Re2NiO8,91.8790949770414,-1.61686149875,0.0
mp-1216404,VCl2O,330.5725205238284,0.050809001249999,0.0983086178125
mp-1104602,Cu2Ag(SO5)2,110.88986326282792,2.008334557500004,0.068206036958333
mp-504359,Cr6P7O24,29.14092846196294,2.256495426666627,0.02112538418919
mp-849313,Li2VCr2O6,98.62438053278468,2.461571603333335,0.053157048361754
mp-758676,Li4(NiO2)11,51.57799970664495,3.455863941666673,0.060857474070946
mp-758564,Li2V(CO3)3,106.44327977055548,3.056125031666662,0.07135811033334
mp-760579,Ti3Cu3(TeO8)2,122.77454751886071,3.174716681666668,0.09612041869792
mp-773602,MnCo3O8,276.6627138122796,2.912639576666669,0.025675966180557
mp-756662,Al3Cr3(SbO8)2,140.28382398986653,4.078563481666665,0.13042983057292
mp-1177646,Li3Mn2P2(CO7)2,117.92751343274762,3.063598696666668,0.026958309311558
mp-1177582,Li3V3P8O29,173.45998329571643,3.664437279166661,0.039353557267448
mp-1222737,LaTi2O6,79.393713038941,3.203803756666668,0.132151572916663
mp-758305,Li2Mn5(FeO6)2,88.43373705925286,2.757054904166674,0.10605718190474
mp-769573,LiTiVO4,151.68809413516752,1.359645666666667,0.055479235952375
mp-10488,Cs2Ti(AgS2)2,40.01255398159074,-1.693009362500002,0.0
mp-673151,Cu4(PO4)3,49.08344811302371,3.34722292166668,0.037561490000006
mp-25382,FePO4F,291.8013402814552,3.531505675416666,0.099885402400795
mp-781608,LiMn2(BO3)2,56.32788217178536,2.733304036666661,0.073334312954557
mp-1280642,Na2V2O5,111.66723680264003,-1.088399197500012,0.054499147953708
mp-551826,NbTlBr4O,81.56138185027196,-0.6575843375,0.0
mp-752714,P4WO13,101.21228527098488,3.846314671666656,0.056989123055557
mp-759176,Mn3OF6,173.64885431747894,3.207075766666671,0.102689964583328
mp-1176474,MnFeCo(PO4)3,169.11111783050535,3.343622735833341,0.055054587777795
mp-1062,CeMg,503.2409582711228,-0.001396635833333,0.105839761666668
mp-14142,TiZnO3,154.54068575002518,-1.017991687499996,0.028635328499998
mp-766529,LiFeSiO4,165.63540313839425,2.516032231666666,0.062268416071431
mp-769572,LiAlVO4,172.0219977414676,2.363715505000011,0.098116658214286
mp-755704,V3NiO8,151.67998167130156,2.379203901666665,0.071718227083339
mp-555560,CdTeMoO6,60.35011749690529,0.2295545775,0.0
mp-849079,NiS2,198.56493748412785,-0.6268577025000011,0.191877473333334
mp-504324,Bi(PO3)4,50.39679405004234,4.541919931666664,0.036786702647101
mp-10966,Tb2Cu(GeO3)4,60.34640104916753,-0.9995327324999892,0.030329729078944
mp-1046192,Sn5(TeO6)3,157.47523072291762,0.6327247999999991,0.14991794596154
mp-757617,Li3Mn2V5O12,90.65558834978349,1.987979051666665,0.096054069204541
mp-755299,LiFeF4,183.92374716505373,2.675285146666662,0.069610630648131
mp-540133,LiCoP2O7,108.61420814964404,4.3136816041666695,0.077474924469696
mp-760178,VOF3,204.7835654934413,4.004837116666666,0.051060099499999
mp-1046025,Mg(MoO2)4,95.65719336377023,0.014130522500001,0.143071842500001
mp-754044,Ho2TiO5,57.03933829461014,-1.587387177499993,0.095130966875
mp-771431,Cr3Sn3(SbO8)2,103.14284926328187,2.560290119166668,0.12583879854168
mp-753212,LiVF6,149.88475877757,3.895152216666668,0.059113728749999
mp-766386,Mn3Fe(PO4)4,170.62622966182775,3.235055169166665,0.014692232812489
mp-778032,LiV2(SiO4)2,89.3587634276257,2.894479866666666,0.081706357211539
mp-1208179,TiH6(OF3)2,129.57286562026334,1.2221167866666551,0.01947348683333
mp-1025467,Cu2SnHgS4,89.49384061080809,-0.9700168224999992,0.0
mp-756126,MnV5O12,103.97836440524532,1.989338591666675,0.082605854166665
mp-684426,Sb(PO3)4,60.28374590575401,4.577316626666667,0.055674696176459
mp-766596,Ti(SiO3)2,129.4911431279461,1.131689289166667,0.052565768287038
mp-756291,LiV2(SiO4)2,89.3587634276257,3.42422128166667,0.16020876528846
mp-776484,Li6Sn3P8O29,71.1309772888118,1.403194106666669,0.024979604275361
mp-772550,CrO3,126.33799459587932,1.766045037499989,0.060113720124999
mp-867971,Mn15O32,172.47751078386963,3.578762914444442,0.117386878563829
mp-1246349,MgVCr3S8,104.68105930347936,-0.137049047499995,0.021296330500001
mp-780260,TiGeO3,148.35504462507768,-1.174819402499994,0.068774115500003
mp-770857,V(SbO3)4,71.06513766283626,1.014693898750001,0.046312289999991
mp-1178412,CrCo(PO4)2,170.30112105011048,3.091978509166667,0.081651067083334
mp-766254,Cu(PO3)3,170.52331754506525,3.055222061666663,0.019600165288474
mp-18837,KSc(MoO4)2,125.17201044256056,-1.752052407499998,0.0
mp-759337,Li2Fe2CoO6,93.24116053629383,3.492418926666668,0.07029492590909
mp-31954,Mn5(P3O11)2,127.58302668789992,3.265627462916664,0.028906708636363
mp-25303,FePO4,169.89052558677983,2.927096396666665,0.044378919583333
mp-26838,MoP2O7,96.81765228608988,2.786410921666667,0.037190651749998
mp-26314,Ni5(P3O11)2,124.79440104060062,4.357804960416667,0.08396923780303
mp-697734,MoP4O13,121.3534978799624,4.410913494166673,0.107450922222209
mp-504098,CoPO4,166.6286694220835,4.134651959166669,0.116426995416667
mp-32018,Mn(PO3)4,70.94714132443546,4.927100476666661,0.053840925490196
mp-1078168,In2CuSe4,43.51151147936466,2.7889269113367963,0.044806968412697
mp-774241,NaVAsCO7,168.11926327895614,0.201728130000004,0.050211779545449
mp-754543,Na2FeO4,430.787772220729,2.886829336666664,0.150062726071428
mp-1177775,Li2VSi2O7,111.70481360857832,2.8385756433333382,0.095831807222196
mp-768562,LiFePCO7,119.27287488093684,4.257624054166664,0.072052160056817
mp-773014,Mn(SO4)2,105.51587886007138,4.818330386666668,0.046879456287882
mp-1078969,Ba2NbVO6,99.48521896661018,-2.619542807499999,0.0
mp-23955,CuH2SeO5,113.24343968148531,0.3189726275,0.0
mp-756043,Mn3CrO8,149.44198502723626,3.684541091666661,0.087216680624985
mp-18794,Sm2TiMnO6,26.642058000912805,-1.462595433333338,0.029054487749998
mp-774914,Cr3Ni(SO4)6,66.59255212253618,3.174500756666669,0.004431844754894
mp-753871,LiV2(PO4)2,87.67027798539985,2.07863723666666,0.043940283392503
mp-767719,Li4Ti2Mn3Ni3O16,211.02732677421065,1.979623188333334,0.045535965703173
mp-1045606,Sb(PO3)4,60.28374590575401,4.011317996666657,0.036161444117635
mp-774686,Na3Ni2P2(CO7)2,142.23676513448655,1.8169294233333344,0.044573943423916
